sextupole,sextupole_index,sextupole_s_m,nominal_kn2_m3,nominal_k2l_m2,observation_scope,observation_name,observable,value,d_k2,d_x,d_y,d2_k2_k2,d2_k2_x,d2_k2_y,d2_x_x,d2_x_y,d2_y_y
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,phi_1,3.34388541629641,-0.008365470678641612,-0.40010317019474406,0.030742761404762828,0.000873455203754092,1.085909048254566,-0.0746131362871788,2.078486766199549,0.4604291120159414,5.9213912985496115
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,phi_2,3.0917138316071378,0.0020035180630251937,0.09699325927027658,-0.0029568139653159756,-2.579315670143685e-5,-0.2543106971490623,0.007247508729761806,-0.36047478223446916,-0.01928276480818063,0.08124689658942374
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,beta_1,28.807003000352207,-1.6811957896484793,-80.29646123804376,-0.23881983153470202,0.3624492765873634,226.90410875041977,0.6037458538474109,820.6584663919258,4.471294568336704,1223.1107727604212
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,beta_2,19.638053966456106,-1.0685701891738608,-50.601207761748036,-0.05150493463605132,-0.04026799248329449,130.1288954599556,0.1379840502043598,-209.34062006363814,-0.45822238890246925,247.34752301728412
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,alpha_1,-2.456887352594639,0.18028674751023466,8.609635988041589,-0.009360395406656261,-0.035796909785864486,-24.18141515398326,0.02296935627789712,-80.63109775546539,-0.2817603644480368,-131.87117127551906
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,alpha_2,1.6428288295703635,-0.04697116394335075,-2.215926557835737,-0.005589126882880199,0.0018589316469701637,5.868966822697441,0.014318164042481443,-3.283028085954901,-0.03992228244117191,14.026243248648141
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,c11,0.001348958508755679,0.0005732118179975753,0.01905526014321904,4.823700093070173,0.00020477074324670998,-0.041337466441166405,-11.75102018040034,0.48019171656150234,42.08972064237033,-0.0291321717189919
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,c12,-0.024090911631048765,0.0012901345423109345,-0.023593558599867916,46.6982678471836,0.0004924181552412391,0.07139165448905413,-113.75850135393382,1.9637302365732514,528.0902144773312,-0.11222731441501604
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,c21,0.00014693355458893402,6.804205850374691e-5,0.0029848994680871954,0.1624666154462176,2.4210669480209585e-5,-0.006679120355178033,-0.39483263560448506,0.05460093193477427,0.7512853511053897,-0.0025157550394562618
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_34w,c22,-0.00220548183321628,0.0003387172298952112,0.01055644635635322,3.263120534026725,0.0001208642471768399,-0.022708274118920024,-7.955366213289596,0.2920855828826968,25.214823761899975,0.050539809455767894
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,orbit_x,0.006939193623544284,1.3083510242677853e-5,0.0012506431836899778,-5.9351279710583335e-6,3.122218403959215e-8,-0.003262666205684657,1.5534462380651688e-5,-0.155943655588519,0.0004903569063742792,0.15739249184538603
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,orbit_y,-4.916725145934232e-5,-4.0878049909832554e-7,-1.9124163173021127e-5,-0.012425513456988795,2.2733125766052448e-9,4.9934679668124895e-5,0.03252724229756937,-0.00010589056702835308,1.5540662548531563,0.00012581397451756743
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,phi_1,3.4253740611397174,-0.0029939892176042105,-0.1437558631130954,0.030170006289626787,0.00047741650429600083,0.3979081099027564,-0.07326149899988293,1.247080044483981,0.4501250144432192,1.9369306968223445
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,phi_2,3.1814825430044453,0.007845277425739617,0.374040905142965,-0.0028269491510288926,0.0010373577817876076,-0.9268842160774653,0.006884105694635875,2.5687714474852905,-0.01772032418776482,-1.1236242873831566
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,beta_1,10.722995347103714,-0.6625077146686849,-31.587380938704243,0.22574386326992132,0.13926476959852271,89.08477451466402,-0.567494565358054,300.42889224948334,-0.30247667878706974,499.6509837268124
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,beta_2,28.91472473451713,-1.7832316733297706,-84.70205566174053,-0.004915232927035783,-0.08319064603924534,217.11626121940495,0.030552113222752003,-316.3169516110053,-0.09333318474502707,317.65004906386554
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,alpha_1,-0.01960462591233024,-0.029516971309919145,-1.4148970802826422,-0.022795426120701543,0.0038990104779212803,3.8806830699485517,0.057788672378518174,10.150629484572928,0.21218984685386932,20.06441689105742
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,alpha_2,1.3865640783878213,-0.11640599009245192,-5.5169073910612845,-0.00296187906515975,-0.007913472976208468,14.021519999006046,0.008451223433580202,-29.47176741932887,-0.022079012695071114,24.969644758698557
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,c11,-0.0008352996044923487,0.00021112218373817285,0.008017236115006755,1.2352202380733261,7.49578543650677e-5,-0.01769076501570328,-3.0110731500125785,0.16996758856230806,7.353571625193212,0.026684788496075366
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,c12,-0.04184408002942638,-0.0004309319702081815,-0.07823020650115252,33.71357823686681,-0.00016009692208936952,0.18695990774130494,-82.36228774929194,-0.3032093181443835,244.31132644915687,1.131496301904899
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,c21,3.4454720791731286e-5,2.013635519016162e-5,0.0013364502098862328,-0.18845318692572574,6.8547682308370364e-6,-0.0031022952602463762,0.45838872958854976,0.008889523834411227,-3.375521455641813,0.005663890476626968
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_35w,c22,0.0008390677060374811,0.00046230317306035013,0.02078468060109677,1.4517025172128293,0.00015648623215875468,-0.04709810712375011,-3.5766693468563298,0.18531621869798184,-25.39283753536587,0.17119200371544918
SEX_44W,376,345.6822707791953,-0.383087,-0.10419966400000001,detector,det_36w,orbit_x,6.953836791367244e-5,5.9014458110051244e-5,0.0056404944771527256,-1.5614195410020095e-5,1.8030359903733808e-7,-0.01471109607630976,4.0827836465762886e-5,-0.7028754592046068,0.0008161315436796703,0.7082330573845075
