trial,family,element_count,contribution_norm_m,projection_numerator
58,rfcavity,4,9.689583013170572e-09,-5.3786450068841416e-14
58,sbend,98,7.3001321341319291e-07,-9.9149909451670245e-12
58,wiggler,3,7.7416645600493318e-09,3.4933957382781498e-14
59,drift,562,1.1154479996220982e-07,5.5409983727874514e-14
59,kicker,82,4.6296232515557344e-08,4.1641135211018327e-14
59,marker,222,4.1129338081511607e-21,3.8259021377823961e-27
59,normal_sextupole,76,4.3533444287422788e-06,1.8890204305827859e-11
59,octupole,2,2.0270069475143939e-10,-2.6975309434870202e-16
59,other_sextupole,6,3.3762362411170381e-10,-2.7844019905650536e-16
59,quadrupole,122,4.2856849165870478e-08,2.7943428748910692e-14
59,rfcavity,4,4.123251027317857e-09,3.7161255282653129e-15
59,sbend,98,2.0556803284546142e-07,-2.8705417998473677e-14
59,wiggler,3,2.4229651705416103e-09,-1.0806951636421602e-15
60,drift,562,2.3493870666663574e-07,-1.1221344054572781e-12
60,kicker,82,1.1806036437865005e-07,-5.0246588892884569e-13
60,marker,222,1.7433206092432939e-20,2.0713702366825414e-25
60,normal_sextupole,76,1.5624727490945602e-05,2.4168934788296762e-10
60,octupole,2,4.6433973490409304e-10,-1.366948709390328e-15
60,other_sextupole,6,4.8507255435460915e-10,2.9605343112613831e-15
60,quadrupole,122,9.9237757559229426e-08,-4.1477544220300067e-13
60,rfcavity,4,3.5716296271947222e-09,-4.6134069143658602e-14
60,sbend,98,3.1552467891068862e-07,2.9981970671129411e-13
60,wiggler,3,8.1084264477715109e-09,-9.5029631962577653e-14
61,drift,562,3.4641368591222009e-07,3.1797410191433905e-12
61,kicker,82,1.2197008113185939e-07,1.0320105957972138e-12
61,marker,222,1.8803202714823366e-20,-9.7332239473295409e-26
61,normal_sextupole,76,1.1630392647311246e-05,1.4433711912227261e-10
61,octupole,2,1.4730329261860378e-09,9.8076833740963498e-15
61,other_sextupole,6,6.9598319898365672e-10,7.3364384028810755e-15
61,quadrupole,122,1.2013281799351875e-07,1.0805225014244468e-12
61,rfcavity,4,1.036070909698097e-08,7.3320901164984483e-14
61,sbend,98,4.791245446208331e-07,4.8208556671870461e-12
61,wiggler,3,5.9012862699006202e-09,1.718261618928952e-14
62,drift,562,3.5268765454884149e-07,-2.5015751773128658e-13
62,kicker,82,1.1112830321193278e-07,-6.7854621875882667e-14
62,marker,222,6.1493949514080753e-21,1.2697272969787754e-26
62,normal_sextupole,76,5.4161644724622706e-06,2.772781532978435e-11
62,octupole,2,1.2045942228240236e-09,-1.8617146734856162e-15
62,other_sextupole,6,6.7000838641977269e-10,7.9657326119727042e-16
62,quadrupole,122,1.1554111744690143e-07,-7.3465146195637231e-14
62,rfcavity,4,9.6261030549014308e-09,-6.5574393279233959e-15
62,sbend,98,4.9369050149879884e-07,-5.8788054733855456e-14
62,wiggler,3,1.9264118203647966e-09,-4.1115819977684435e-15
63,drift,562,7.7112070132165898e-08,4.8868153242172632e-14
63,kicker,82,4.0525225626325982e-08,-4.8024094532255637e-14
63,marker,222,7.3865457076250768e-21,-3.9993774958861346e-27
63,normal_sextupole,76,3.9902316678889307e-06,1.6057963830067891e-11
63,octupole,2,3.801476701435044e-10,8.6259923016199978e-16
63,other_sextupole,6,1.5594481727740664e-10,-2.7139102253117625e-16
63,quadrupole,122,3.121918519420013e-08,-1.6465067873833376e-14
63,rfcavity,4,8.6153748612720147e-10,1.7582474071304557e-15
63,sbend,98,7.51871690983315e-08,1.9447567076565734e-13
63,wiggler,3,1.1456654476310524e-09,-3.1711717663114626e-15
64,drift,562,2.44103360058419e-07,1.4771318308244568e-12
64,kicker,82,8.24965735295837e-08,4.2617748719275427e-13
64,marker,222,2.1670957424392806e-20,-5.3530492382797515e-26
64,normal_sextupole,76,1.1608916666190317e-05,1.3907724377848471e-10
64,octupole,2,1.321441299721664e-09,5.9579899615329496e-15
64,other_sextupole,6,3.9074271682350119e-10,3.213010359892743e-15
64,quadrupole,122,8.2303184290278428e-08,4.7830232462172079e-13
64,rfcavity,4,7.1915621674306024e-09,3.9074221974975686e-14
64,sbend,98,3.4624478620083475e-07,2.4494324102344462e-12
64,wiggler,3,2.7122708345384302e-09,6.8826795528760229e-15
65,drift,562,2.7106521260324229e-08,-7.1427389528332499e-14
65,kicker,82,1.172545948453525e-08,4.3290694088947177e-14
65,marker,222,1.6606515191292175e-20,6.0362820928489467e-26
65,normal_sextupole,76,7.9279610451499657e-06,6.2539021769540698e-11
65,octupole,2,1.5318224979796566e-10,-8.4983048196735082e-16
65,other_sextupole,6,8.5587335232999904e-11,-5.4824871369454241e-16
65,quadrupole,122,9.1932210150043972e-09,8.8380724339527927e-15
65,rfcavity,4,1.356931723991135e-10,5.464865987885012e-16
65,sbend,98,5.7388510269687086e-08,-2.9026941608164752e-13
65,wiggler,3,1.8131261001444807e-09,5.2475776963620082e-15
66,drift,562,7.6509514933654651e-08,2.6946752486637065e-13
66,kicker,82,3.1823826449888075e-08,5.8053085095002338e-14
66,marker,222,6.1481024217277224e-21,-2.393591023970123e-26
66,normal_sextupole,76,6.6969831255542773e-06,4.5703765976632042e-11
66,octupole,2,3.5144742533376812e-10,1.4944622610285218e-15
66,other_sextupole,6,1.6364285014405831e-10,8.2794894580030281e-16
66,quadrupole,122,2.7977355877384596e-08,7.512146635975854e-14
66,rfcavity,4,6.3084368060789764e-10,3.8445409449416611e-15
66,sbend,98,1.1907383593237988e-07,5.0994238027526308e-13
66,wiggler,3,1.2202443194256669e-09,-3.2431437589008961e-15
67,drift,562,1.9987242857565124e-07,3.7072641536379483e-13
67,kicker,82,1.0322170209881594e-07,2.3405202839893083e-13
67,marker,222,1.4172241900273632e-20,2.5350461856704689e-27
67,normal_sextupole,76,4.1843843642171841e-06,1.8361405178670151e-11
67,octupole,2,1.6436059233626516e-09,-2.0353202032172533e-15
67,other_sextupole,6,1.6546394667465653e-10,4.1868127192874588e-16
67,quadrupole,122,8.4152810906070427e-08,1.8593345166460172e-13
67,rfcavity,4,3.8074563690319297e-10,-1.5555446418338437e-16
67,sbend,98,2.1901974475375255e-07,4.0887939336884081e-13
67,wiggler,3,4.7465822464997094e-09,1.0284530974499102e-14
68,drift,562,9.1965500179711411e-08,6.9592947335049904e-14
68,kicker,82,4.9554992918145784e-08,3.7949524115836943e-14
68,marker,222,4.9076038627675524e-21,3.4693075489383209e-27
68,normal_sextupole,76,4.6377064306135639e-06,2.1630813539412418e-11
68,octupole,2,2.0739437213696693e-10,1.5938846699547249e-16
68,other_sextupole,6,9.354258390204858e-11,-9.8589715543313421e-17
68,quadrupole,122,3.985471267636225e-08,2.9585173562224078e-14
68,rfcavity,4,2.2569178549680346e-09,5.4506414554712745e-15
68,sbend,98,1.0559504383507422e-07,6.9750314153556142e-14
68,wiggler,3,5.5435026674862236e-09,-6.4592634827998126e-15
69,drift,562,1.0200523183695822e-07,6.9687521646145077e-14
69,kicker,82,3.9328366864271653e-08,-1.8199767935976028e-14
69,marker,222,2.1132939851078114e-20,3.1043633153227047e-26
69,normal_sextupole,76,7.4649859190045553e-06,5.6211104145228717e-11
69,octupole,2,2.3371624230697798e-10,5.8597860578006344e-18
69,other_sextupole,6,2.97921566995751e-10,1.6524382408690234e-15
69,quadrupole,122,3.6510670458801784e-08,1.0643923692273812e-14
69,rfcavity,4,3.579558072331937e-09,-2.7333173891379317e-15
69,sbend,98,1.1907073608330567e-07,4.9495418417937625e-13
69,wiggler,3,4.5167567021763587e-09,7.1103444348985488e-15
70,drift,562,3.9111061695243145e-07,5.2333412863155302e-12
70,kicker,82,1.4903137923079711e-07,1.9619021820658527e-12
70,marker,222,1.3435479910000409e-20,-7.5569935922301549e-27
70,normal_sextupole,76,1.290449344966007e-05,1.8038423028628021e-10
70,octupole,2,1.4948481925174721e-09,1.3453737881809724e-14
70,other_sextupole,6,4.3152252515466112e-10,5.4972256779901342e-15
70,quadrupole,122,1.404914993097889e-07,1.8744562167278501e-12
70,rfcavity,4,1.1606209291355131e-08,1.4262342525611591e-13
70,sbend,98,4.5326219601040738e-07,5.894121295324706e-12
70,wiggler,3,6.0247464953900592e-09,2.6374406096461849e-14
71,drift,562,5.5224925688564543e-08,-1.9130517625278598e-14
71,kicker,82,2.7132687871662176e-08,-4.0568010529263489e-14
71,marker,222,2.226017540070582e-20,-1.0126342415690745e-25
71,normal_sextupole,76,9.7804230193583281e-06,9.5692141735499787e-11
71,octupole,2,1.1326314791145654e-10,5.7321559777030307e-16
71,other_sextupole,6,4.6539656275500681e-11,1.3922146344791238e-16
71,quadrupole,122,2.2434387231045622e-08,-2.0965483014180583e-14
71,rfcavity,4,9.0097944474576473e-10,4.807563863302382e-15
71,sbend,98,7.4399436843657346e-08,1.1873086228768816e-13
71,wiggler,3,5.4859070742895247e-09,2.1433167303544583e-14
72,drift,562,2.499045634524811e-07,-3.4769007783140296e-12
72,kicker,82,7.6922472496845079e-08,-6.5767877682584588e-13
72,marker,222,8.0649536820510015e-20,-7.7165200260143932e-25
72,normal_sextupole,76,3.4521848547846636e-05,1.1769562847951511e-09
72,octupole,2,9.9149856431166502e-10,-1.8866122405497619e-14
72,other_sextupole,6,4.5497075798648208e-10,-1.0231197161974427e-14
72,quadrupole,122,8.1220251341132255e-08,-9.8907242623960096e-13
72,rfcavity,4,6.5134226489289368e-09,-5.9787360626222145e-14
72,sbend,98,5.1416732650808503e-07,-8.8619671241929654e-12
72,wiggler,3,1.3870869667245155e-08,8.4897772116586113e-14
73,drift,562,1.5479261507030091e-07,2.0350948114298948e-13
73,kicker,82,5.7626234052385439e-08,5.4755805012108734e-14
73,marker,222,2.6465797066879268e-21,-1.9684859612019889e-27
73,normal_sextupole,76,5.8568975320694793e-06,3.4892808506348531e-11
73,octupole,2,1.7130049818901373e-09,-4.3092023971753852e-15
73,other_sextupole,6,2.9301887917898009e-10,-4.8808796392118102e-16
73,quadrupole,122,5.174986244516637e-08,6.1953889495507798e-14
73,rfcavity,4,1.4554834770657666e-09,6.4649427515033038e-15
73,sbend,98,2.9326787500680771e-07,5.5362221288724844e-13
73,wiggler,3,8.6184663213312153e-10,-3.5774177860699936e-15
74,drift,562,4.3452694483364172e-07,-8.4286841732039267e-12
74,kicker,82,1.1826999330178135e-07,-1.2571311448483712e-12
74,marker,222,6.6931874777599734e-20,-6.7860504440899518e-25
74,normal_sextupole,76,2.6045263652503318e-05,6.4819354917784317e-10
74,octupole,2,3.7061573702833367e-09,-7.8338304981830293e-14
74,other_sextupole,6,8.734133102705243e-10,-1.9085309624901312e-14
74,quadrupole,122,1.3295627317017585e-07,-2.1824730297291962e-12
74,rfcavity,4,1.035484549720399e-08,-1.3678454697724546e-13
74,sbend,98,7.3448054563589237e-07,-1.6012701000393958e-11
74,wiggler,3,5.8177014703352853e-09,-8.6788201195140008e-14
75,drift,562,5.4391118558644942e-07,2.5151317244740931e-12
75,kicker,82,2.2042582917596041e-07,1.0179279632305731e-12
75,marker,222,1.1754159890263701e-20,-4.1575679206263432e-26
75,normal_sextupole,76,5.0762385711353483e-06,3.033056480155951e-11
75,octupole,2,1.8519725155193109e-09,1.6226272296213624e-15
75,other_sextupole,6,7.5327427119849622e-10,1.2295599596111579e-15
75,quadrupole,122,1.9796099758116812e-07,9.1646910128265412e-13
75,rfcavity,4,1.8980689078891583e-08,8.4548796873470105e-14
75,sbend,98,5.4781894667069475e-07,2.3039469561173625e-12
75,wiggler,3,7.1519290089639328e-09,3.0545567532141026e-14
76,drift,562,5.5496696042553684e-07,1.5458328464329473e-12
76,kicker,82,2.321974008524373e-07,8.2574005775020463e-13
76,marker,222,1.6819173212368826e-20,-6.2302345677158199e-26
76,normal_sextupole,76,7.375808745531772e-06,5.5495692985161036e-11
76,octupole,2,1.761544491194259e-09,-3.850778393791395e-15
76,other_sextupole,6,1.3045343071527997e-09,-2.786924348553915e-17
76,quadrupole,122,2.1224927392305005e-07,6.9171666255260755e-13
76,rfcavity,4,2.0402818228459648e-08,9.5044424667335308e-14
76,sbend,98,7.8931339283232198e-07,1.0974926006537018e-12
76,wiggler,3,2.4281019026005856e-09,1.3137893746801144e-14
77,drift,562,3.9000667180219725e-07,-1.2709605297359023e-13
77,kicker,82,1.6027253350559529e-07,2.450710846296219e-14
77,marker,222,9.6941828712273939e-21,-9.8095240308881057e-27
77,normal_sextupole,76,4.0785586692659024e-06,1.4971593044921226e-11
77,octupole,2,6.7997059545821747e-10,-8.9370012505577354e-16
77,other_sextupole,6,7.3075684095373589e-10,5.9121173638176578e-16
77,quadrupole,122,1.4552212916148997e-07,-8.2993092243771633e-15
77,rfcavity,4,1.1100044916539582e-08,-2.1817288444549939e-14
77,sbend,98,5.6136289418905914e-07,2.0787467615226373e-14
77,wiggler,3,3.2645253960273062e-09,9.846058213475849e-15
78,drift,562,1.0826079461533733e-07,1.1066841828075089e-12
78,kicker,82,4.7716839383795633e-08,4.5279525798298462e-13
78,marker,222,3.1157127467836219e-20,2.0072488786338321e-25
78,normal_sextupole,76,1.3817684050288269e-05,1.9498685968244649e-10
78,octupole,2,8.8672665351485841e-10,5.4990493107712987e-15
78,other_sextupole,6,3.4695276120609661e-10,4.1362696176094104e-15
78,quadrupole,122,4.1019074328317046e-08,4.1498234578547011e-13
78,rfcavity,4,1.122987655814713e-09,6.2724329853925201e-15
78,sbend,98,2.1285481462703829e-07,2.2467348083339287e-12
78,wiggler,3,2.8589124825934063e-09,-2.5629205063025087e-14
79,drift,562,7.1231606124457533e-07,-3.4326010822777951e-12
79,kicker,82,2.63577033370914e-07,-9.4325601803956604e-13
79,marker,222,1.7263105490559752e-20,-4.5188193101501953e-26
79,normal_sextupole,76,9.8729801817068365e-06,8.264667660471694e-11
79,octupole,2,2.58061594561789e-09,-1.8152827121195663e-14
79,other_sextupole,6,8.2737889693779407e-10,-4.5153684644099834e-15
79,quadrupole,122,2.5137661050932176e-07,-1.0749187165892438e-12
79,rfcavity,4,2.2094073397139821e-08,-8.4884128505225148e-14
79,sbend,98,8.6820646375332119e-07,-4.8640800285774047e-12
79,wiggler,3,7.8164423520128761e-09,-1.232812041367527e-14
80,drift,562,3.7362675369062976e-08,9.7639554217792886e-15
80,kicker,82,1.8612100383215354e-08,-1.9678081813053615e-15
80,marker,222,8.5269034517554757e-21,-1.6880132001982901e-26
80,normal_sextupole,76,1.1878749072114695e-05,1.4106359799329764e-10
80,octupole,2,4.7430308980601369e-11,1.7406282313236002e-16
80,other_sextupole,6,5.6823619298266322e-11,-6.7238045719970955e-17
80,quadrupole,122,1.5198076474673832e-08,1.0223074609911283e-15
80,rfcavity,4,9.5662634236848782e-10,-6.0225166460432525e-15
80,sbend,98,3.6357206383764012e-08,1.580718210661955e-14
80,wiggler,3,6.296937701506559e-09,-4.8577507209311386e-14
81,drift,562,3.532680642350115e-09,1.8776541129469124e-14
81,kicker,82,1.6117893868606292e-09,8.8458431014021707e-15
81,marker,222,1.7799347328982371e-20,-6.6804068850695161e-27
81,normal_sextupole,76,9.0884223170225798e-06,8.2782684614531291e-11
81,octupole,2,7.7242888177951714e-12,3.1671421255416216e-17
81,other_sextupole,6,3.0126090823581087e-12,4.9844170492228116e-18
81,quadrupole,122,1.3655340843208982e-09,7.2460049668491118e-15
81,rfcavity,4,1.4208487335032164e-10,6.145258025953521e-16
81,sbend,98,2.0081408274501624e-08,1.5380563662301827e-13
81,wiggler,3,2.4429265357879933e-09,-5.4654600065973134e-15
82,drift,562,9.6758512063231992e-07,4.6894360021624807e-12
82,kicker,82,3.3177515561250686e-07,1.6044032992739578e-12
82,marker,222,1.4045119301729876e-20,5.7555417646377154e-26
82,normal_sextupole,76,4.9240067822518178e-06,2.9210664951473589e-11
82,octupole,2,6.3271699161940537e-09,2.2755986774444847e-14
82,other_sextupole,6,2.5890199496444896e-09,1.1780078551057684e-14
82,quadrupole,122,3.2738625139251441e-07,1.6091806506038691e-12
82,rfcavity,4,1.8830686361862925e-08,7.9451506587752125e-14
82,sbend,98,1.6222277819861414e-06,7.3226672909170855e-12
82,wiggler,3,1.3545407111801841e-09,-2.9236139699662063e-15
83,drift,562,7.4349415414934041e-07,-8.3208118255956282e-13
83,kicker,82,3.0785097545249668e-07,-4.1145334574539162e-13
83,marker,222,3.9617833963898679e-21,-7.4205136139444493e-29
83,normal_sextupole,76,5.5052384366888456e-06,2.1734722326499831e-11
83,octupole,2,3.0235932717523559e-09,2.8843678428211523e-15
83,other_sextupole,6,1.7484390039884105e-09,-2.0472373385424901e-15
83,quadrupole,122,2.7758895102839836e-07,-3.5492746450250822e-13
83,rfcavity,4,1.6375661166647156e-08,-1.8120271838644564e-14
83,sbend,98,1.10726204672331e-06,-1.0957551634221442e-12
83,wiggler,3,5.1486976090292884e-09,-2.5463777685010868e-15
84,drift,562,2.5333797285304789e-06,-4.4428680845822138e-12
84,kicker,82,8.4361508359929925e-07,-2.5756392122266712e-13
84,marker,222,4.6892263910741631e-20,9.4187397366409633e-26
84,normal_sextupole,76,1.8981792020576819e-05,2.9421743154332031e-10
84,octupole,2,1.5249686393700765e-08,-7.1683341265302248e-15
84,other_sextupole,6,3.9858320082323598e-09,1.8227002201019119e-14
84,quadrupole,122,8.439012201232513e-07,-7.7235645333281401e-13
84,rfcavity,4,4.4551198741408438e-08,-1.8594922438747244e-13
84,sbend,98,3.4161970069388386e-06,-3.063609894515463e-12
84,wiggler,3,3.7317976023723152e-08,-1.0775487301303088e-13
85,drift,562,3.6009429605429953e-07,8.9506973996650895e-12
85,kicker,82,1.6331237934751305e-07,4.1233864552671576e-12
85,marker,222,6.4090335914353737e-20,5.6103626842733316e-25
85,normal_sextupole,76,3.3647789526108308e-05,1.1600420728062441e-09
85,octupole,2,5.6370410637947175e-10,-1.2383548250694979e-14
85,other_sextupole,6,6.0346476807155739e-10,1.2508064368203988e-14
85,quadrupole,122,1.4244497755829911e-07,3.6224303981835859e-12
85,rfcavity,4,1.259022754555664e-08,3.4779439180158019e-13
85,sbend,98,4.6642866593951047e-07,1.20168889227258e-11
85,wiggler,3,6.3650305677078831e-09,9.9519444927856468e-14
86,drift,562,6.7149123524032952e-07,-3.4731425608427751e-13
86,kicker,82,2.3172870955432232e-07,-4.2898967166156093e-13
86,marker,222,1.9289365671844631e-20,2.2535979729150205e-26
86,normal_sextupole,76,8.9087298615865429e-06,7.2956862766352113e-11
86,octupole,2,3.6229144266249678e-09,2.7094284626432755e-15
86,other_sextupole,6,1.1064876312154842e-09,-2.8816119202512163e-15
86,quadrupole,122,2.2326115521293282e-07,-2.8434575878423812e-13
86,rfcavity,4,1.5501242743520239e-08,3.019136164206726e-14
86,sbend,98,1.0091374779407628e-06,-7.8936313472005677e-13
86,wiggler,3,1.4398435099030654e-08,-7.4747636707214174e-14
87,drift,562,8.2518079675975039e-07,-8.4155307837261652e-12
87,kicker,82,2.733588938304686e-07,-2.4896405884654327e-12
87,marker,222,3.0312710320219785e-20,-2.2689390846384135e-25
87,normal_sextupole,76,1.5927211435411573e-05,2.2279439436050946e-10
87,octupole,2,3.921765546440201e-09,-3.8172132239424369e-14
87,other_sextupole,6,1.032074044154764e-09,-8.7146106991186133e-15
87,quadrupole,122,2.7379944145294898e-07,-2.6911984469254799e-12
87,rfcavity,4,2.0243630765243823e-08,-1.6769090185548792e-13
87,sbend,98,1.1053861328205525e-06,-1.0908264754166611e-11
87,wiggler,3,1.022467335773436e-08,-6.6792538281112359e-14
88,drift,562,8.2593288748342931e-07,-2.2876974792332363e-12
88,kicker,82,3.2814866195940192e-07,-3.1325725467728212e-15
88,marker,222,2.4971276704862982e-20,-7.0677974993499936e-26
88,normal_sextupole,76,1.0696384494616595e-05,9.9418203612646546e-11
88,octupole,2,4.1228142988186441e-09,-2.629283383664935e-14
88,other_sextupole,6,1.9864393280788e-09,-8.9555863847155043e-15
88,quadrupole,122,3.0569836892498031e-07,-4.4632946051577665e-13
88,rfcavity,4,2.1045415132006032e-08,-7.3786184057002521e-14
88,sbend,98,1.2307991001441975e-06,-5.0616863440176221e-12
88,wiggler,3,4.6410697934333009e-09,-2.039490206375215e-14
89,drift,562,1.6915196853236396e-06,2.5288719863808966e-11
89,kicker,82,5.877881303327167e-07,8.4865060539378859e-12
89,marker,222,1.877877388420311e-20,2.5018331150146917e-25
89,normal_sextupole,76,1.5170070119401234e-05,2.7886494939291331e-10
89,octupole,2,7.5915953590114664e-09,9.9445522005236579e-14
89,other_sextupole,6,2.265145670860634e-09,2.9239749514389039e-14
89,quadrupole,122,5.7322652333875351e-07,8.4582123474858422e-12
89,rfcavity,4,4.7222756712218899e-08,6.5266132631972317e-13
89,sbend,98,1.9298815984738975e-06,2.8587936210262558e-11
89,wiggler,3,1.9898861966106844e-08,7.5386883398568445e-14
90,drift,562,2.9522055411742764e-07,-1.6982781162767544e-12
90,kicker,82,1.4511718300416019e-07,-6.2090233465137339e-13
90,marker,222,2.4046390552289e-20,-8.9035177625167666e-26
90,normal_sextupole,76,8.67478664893649e-06,7.0894558888030818e-11
90,octupole,2,3.2690130968535971e-09,-1.8453972220171916e-14
90,other_sextupole,6,5.965140805472592e-10,1.1732060149619472e-15
90,quadrupole,122,1.1829635069206911e-07,-5.6895560759781974e-13
90,rfcavity,4,3.5346030459936883e-09,-1.4339298668997787e-14
90,sbend,98,2.9367117071120197e-07,-7.8784585824309335e-13
90,wiggler,3,5.4851660419623099e-09,-2.3646285768974582e-14
91,drift,562,7.1072993886102593e-07,1.1790905111952008e-12
91,kicker,82,2.8566758606523056e-07,7.7890454045641463e-13
91,marker,222,1.244512953622851e-20,1.4027810669321905e-27
91,normal_sextupole,76,7.1018477533204726e-06,4.9737780942185522e-11
91,octupole,2,3.2263422242252111e-09,-1.8807754600554709e-15
91,other_sextupole,6,1.8417087632074612e-09,3.8418928050390913e-15
91,quadrupole,122,2.6263557334490505e-07,5.9882195395374095e-13
91,rfcavity,4,1.7523713431182684e-08,-3.0681679634230456e-14
91,sbend,98,9.9323331967732177e-07,1.7786306343933879e-12
91,wiggler,3,4.3006305848662597e-09,2.1616454040349874e-14
92,drift,562,2.669956615740097e-07,-1.123230899821018e-12
92,kicker,82,9.6693835134455498e-08,-2.6750131471754659e-13
92,marker,222,1.9357963623172465e-20,-5.9219364541851213e-26
92,normal_sextupole,76,1.01663982503517e-05,9.8782068707621838e-11
92,octupole,2,1.0404244441997454e-09,-7.7116113832542749e-15
92,other_sextupole,6,7.9721339864687493e-10,-2.206143296286671e-15
92,quadrupole,122,9.5285916565603336e-08,-3.3828163485029512e-13
92,rfcavity,4,7.3383530211782392e-09,-2.1977868493243678e-14
92,sbend,98,4.6549397468449313e-07,-1.9699427536391019e-12
92,wiggler,3,2.5391568202960666e-09,2.7493362017430163e-15
93,drift,562,3.8531176430996487e-07,-6.6128071911039674e-14
93,kicker,82,1.7682500321856985e-07,2.4363893223087268e-13
93,marker,222,3.0848191169671323e-20,1.3471000344967865e-25
93,normal_sextupole,76,1.4268465077216972e-05,2.0307254864678147e-10
93,octupole,2,1.2160861320444534e-09,-5.3886309803538331e-17
93,other_sextupole,6,4.187829564333758e-10,4.8732727057807882e-16
93,quadrupole,122,1.5176686020835902e-07,9.825494727948761e-14
93,rfcavity,4,5.9229821074865144e-09,-4.6569599656107082e-14
93,sbend,98,4.1700799883539285e-07,5.9951065564655903e-13
93,wiggler,3,8.5239942063360221e-09,-7.6368851297165764e-14
94,drift,562,1.5891831710636655e-08,-1.1045640445019547e-13
94,kicker,82,5.4882481769141077e-09,-7.9478643792236565e-15
94,marker,222,1.8777553270244583e-20,-1.2215871231565569e-25
94,normal_sextupole,76,1.1365211674729565e-05,1.2860063090509388e-10
94,octupole,2,1.5140126884736413e-10,-1.4212740705859235e-15
94,other_sextupole,6,2.1190585458216156e-11,-7.3950322792874696e-17
94,quadrupole,122,4.9282309385930035e-09,-2.092431380433977e-14
94,rfcavity,4,5.92472939749153e-11,-4.2280379105478917e-16
94,sbend,98,5.1176538510713083e-08,-4.1544147682224904e-13
94,wiggler,3,2.3459602072149932e-09,-5.4336582624098529e-15
95,drift,562,2.6641417006588916e-07,1.2188583799334732e-13
95,kicker,82,1.2715501928478345e-07,-2.6110810037540323e-13
95,marker,222,1.2331248547987405e-20,2.7701895195221097e-26
95,normal_sextupole,76,7.4564864487900061e-06,5.5816076536667147e-11
95,octupole,2,2.2205372150103637e-09,1.5168974974689608e-14
95,other_sextupole,6,4.3814916307991603e-10,7.7065080507969957e-16
95,quadrupole,122,1.0294501211325924e-07,-9.674524573000905e-14
95,rfcavity,4,7.1771686784720566e-09,-3.013361857402917e-14
95,sbend,98,3.3472985863865574e-07,1.0849670107759194e-12
95,wiggler,3,6.0182527759218808e-09,-1.3421583891476314e-14
96,drift,562,4.547639703177456e-07,2.5875875284084568e-12
96,kicker,82,1.8517254025239484e-07,9.4625583928333543e-13
96,marker,222,9.1948871232306096e-21,-7.5009953889278612e-27
96,normal_sextupole,76,6.3262291310972567e-06,4.6465572453227507e-11
96,octupole,2,6.7890275227224524e-10,1.3574838939630512e-15
96,other_sextupole,6,9.2538772841381093e-10,6.0875532413387296e-15
96,quadrupole,122,1.7173474930348104e-07,9.3102145910566581e-13
96,rfcavity,4,1.6096749536332598e-08,8.467097043070293e-14
96,sbend,98,6.3032679787773221e-07,3.9695052733442435e-12
96,wiggler,3,4.4770467292102581e-09,4.6978895422732396e-15
97,drift,562,6.5582407471605488e-07,1.1259825061566332e-12
97,kicker,82,2.6878780090247372e-07,6.0227379713250145e-13
97,marker,222,1.1328804554491303e-20,-4.0271915943680242e-28
97,normal_sextupole,76,5.7750931746675746e-06,3.2822206850970899e-11
97,octupole,2,8.7337388753290582e-10,-6.3571921744016889e-16
97,other_sextupole,6,1.5291635867494436e-09,2.7311980931353587e-15
97,quadrupole,122,2.4732098078697162e-07,4.9980040347955764e-13
97,rfcavity,4,2.1088596486262194e-08,-5.2644877923192851e-15
97,sbend,98,9.0543357028957416e-07,1.6403063191497415e-12
97,wiggler,3,1.0443960379575911e-08,-3.5795675935548138e-14
98,drift,562,2.3188558607719029e-07,1.4082499697675448e-12
98,kicker,82,1.0891760298801894e-07,5.0596153724089171e-13
98,marker,222,2.6063213641827835e-20,-1.6097515851778535e-25
98,normal_sextupole,76,1.6414469408692145e-05,2.7256834018906507e-10
98,octupole,2,1.0243409154781892e-09,-3.5756129746422768e-15
98,other_sextupole,6,3.1130324606009604e-10,3.2349629293647995e-16
98,quadrupole,122,9.0578953598950505e-08,4.6297843416098854e-13
98,rfcavity,4,4.3481726406918068e-09,5.5305836149426214e-14
98,sbend,98,2.2675052560811292e-07,1.0886773334459347e-12
98,wiggler,3,4.9655444264024818e-09,3.2047701646939928e-14
99,drift,562,1.3872394001357904e-07,8.7035722815948385e-13
99,kicker,82,6.1086482997574508e-08,2.7329409684999816e-13
99,marker,222,2.4044509836650013e-20,-2.0874329361214635e-26
99,normal_sextupole,76,9.9820322484433366e-06,1.0221523742341364e-10
99,octupole,2,3.9576382147201975e-10,2.6988838793010798e-15
99,other_sextupole,6,2.0940128911471318e-10,1.6674040016785942e-15
99,quadrupole,122,5.3642171211057962e-08,2.9328844889016476e-13
99,rfcavity,4,2.0032285249815926e-09,7.1058819092572218e-15
99,sbend,98,1.7041188235081759e-07,1.2983723958534169e-12
99,wiggler,3,5.1691485366914432e-09,1.055130766066518e-15
100,drift,562,3.6470149053573588e-07,1.5837989035901874e-12
100,kicker,82,1.2818384007394254e-07,-6.1763158135498743e-14
100,marker,222,1.087833883552973e-20,-4.7087137977110165e-27
100,normal_sextupole,76,8.592815932334572e-06,7.7545586420679106e-11
100,octupole,2,3.8683497281923023e-09,1.4866337346743988e-14
100,other_sextupole,6,6.7896290402693762e-10,1.4388592659377117e-15
100,quadrupole,122,1.0852441827836231e-07,2.6187395972753201e-13
