observable,control,bmad,scibmad,difference,abs_difference
"DET_32E:y","H42E","-0.001546378952","-0.0015336435460213637","1.2735405978636389e-5","1.2735405978636389e-5"
"DET_31E:y","H42E","-0.00561279657","-0.00544128786076791","0.0001715087092320905","0.0001715087092320905"
"DET_30E:y","H42E","-0.004363278553","-0.004199009443924654","0.00016426910907534585","0.00016426910907534585"
"DET_29E:y","H42E","-0.007602404696","-0.007256104584815352","0.0003463001111846482","0.0003463001111846482"
"DET_28E:y","H42E","-0.002932012928","-0.002781720911239697","0.000150292016760303","0.000150292016760303"
"DET_27E:y","H42E","-0.0004363845823","-0.0003544943343257536","8.189024797424638e-5","8.189024797424638e-5"
"DET_26E:y","H42E","0.002126345731","0.0020415318489990135","-8.481388200098656e-5","8.481388200098656e-5"
"DET_25E:y","H42E","0.007326760638","0.006959291187861077","-0.00036746945013892314","0.00036746945013892314"
"DET_24E:y","H42E","0.001175261037","0.0010658681257365967","-0.00010939291126340332","0.00010939291126340332"
"DET_23E:y","H42E","-0.006575568099","-0.006422116894974136","0.00015345120402586454","0.00015345120402586454"
"DET_22E:y","H42E","-0.004821358181","-0.004653358578619763","0.0001679996023802371","0.0001679996023802371"
"DET_21E:y","H42E","-0.007660651669","-0.007303577383470077","0.0003570742855299224","0.0003570742855299224"
