lambda2,rho,trial,active_rms_rad,max_closure_norm,y_even_rmse_m,y_odd_nl_rmse_m,y_odd_over_rho3_rmse_m
0,1.6000000000000001,58,8.0000000000000013e-06,3.1612818016547911e-14,7.3905682341863832e-09,3.0045243335257728e-08,7.3352644861469043e-09
0,2.2599999999999998,58,1.13e-05,1.1759637910402419e-14,1.4747371288988379e-08,8.4685121326531369e-08,7.3363796347323649e-09
0,0.40000000000000002,59,2.0000000000000003e-06,6.462462396736598e-14,2.0220495896904955e-10,6.319466242661665e-11,9.8741660041588495e-10
0,0.56999999999999995,59,2.8499999999999998e-06,4.390537150214992e-14,4.1060305081140529e-10,1.8286571004378875e-10,9.8743316455691503e-10
0,0.80000000000000004,59,4.0000000000000007e-06,3.3256210630094213e-14,8.0882335587402701e-10,5.055674378796104e-10,9.8743640210861381e-10
0,1.1299999999999999,59,5.6500000000000001e-06,1.2990546038096582e-14,1.6137409385240442e-09,1.4247809683181221e-09,9.8744468130304709e-10
0,1.6000000000000001,59,8.0000000000000013e-06,2.0783249770025178e-14,3.2353654216653876e-09,4.0446501167499369e-09,9.8746340740965239e-10
0,2.2599999999999998,59,1.13e-05,3.1606363274150605e-14,6.4552486469366925e-09,1.1398888162189949e-08,9.8750016132388111e-10
0,0.40000000000000002,60,2.0000000000000003e-06,6.1378703294125614e-14,3.1207063040865571e-10,4.7750670279766661e-10,7.4610422312135396e-09
0,0.56999999999999995,60,2.8499999999999998e-06,6.0043895213531471e-14,6.3370187337890826e-10,1.3817504152890456e-09,7.4611373825633029e-09
0,0.80000000000000004,60,4.0000000000000007e-06,2.4000350841993933e-14,1.2483077018499306e-09,3.8201871836495912e-09,7.4613030930656064e-09
0,1.1299999999999999,60,5.6500000000000001e-06,6.0934852212602238e-14,2.4906369888622288e-09,1.0766388022575549e-08,7.4616469661906245e-09
0,1.6000000000000001,60,8.0000000000000013e-06,9.184448899477544e-14,4.9936448174866122e-09,3.0565759966426552e-08,7.4623437418033553e-09
0,2.2599999999999998,60,1.13e-05,9.1944459931463085e-14,9.9641938902128103e-09,8.6155134608935231e-08,7.4637287527224105e-09
0,0.40000000000000002,61,2.0000000000000003e-06,9.7699443768669684e-14,5.630011937360888e-11,2.2315307909791488e-11,3.486766860904919e-10
0,0.56999999999999995,61,2.8499999999999998e-06,9.6698566336329863e-14,1.1432445911902014e-10,6.4572867211230286e-11,3.4867876869660461e-10
0,0.80000000000000004,61,4.0000000000000007e-06,1.8728291059813928e-14,2.2520008030587268e-10,1.785225060237996e-10,3.4867676957773351e-10
0,1.1299999999999999,61,5.6500000000000001e-06,9.2210446402489469e-14,4.4930953430293595e-10,5.0310416029861434e-10,3.4867641993753851e-10
0,1.6000000000000001,61,8.0000000000000013e-06,2.1258712266557473e-14,9.0079986853955635e-10,1.4281856075728253e-09,3.4867812684883423e-10
0,2.2599999999999998,61,1.13e-05,8.1618665530493526e-14,1.7972357419377671e-09,4.0248870930539552e-09,3.4868108162380588e-10
0,0.40000000000000002,62,2.0000000000000003e-06,9.9578080662220806e-14,1.320799263646536e-10,2.2318522829879283e-11,3.4872691921686373e-10
0,0.56999999999999995,62,2.8499999999999998e-06,3.6423691145718086e-14,2.6820463281933217e-10,6.458202949958315e-11,3.4872824296589591e-10
0,0.80000000000000004,62,4.0000000000000007e-06,8.7170359657736156e-14,5.2831898596045804e-10,1.7854825016629363e-10,3.4872705110604215e-10
0,1.1299999999999999,62,5.6500000000000001e-06,7.9217503087469734e-14,1.0540807164827847e-09,5.0317740114465895e-10,3.487271795177751e-10
0,1.6000000000000001,62,8.0000000000000013e-06,4.5165235519120573e-15,2.1132861701534767e-09,1.4283846577734937e-09,3.4872672308923179e-10
0,2.2599999999999998,62,1.13e-05,3.292894923156113e-14,4.2163635175757157e-09,4.0254091775563039e-09,3.4872631046744028e-10
0,0.40000000000000002,63,2.0000000000000003e-06,9.9944541784713274e-14,2.3930192408763579e-10,3.7723629321577066e-10,5.8943170814964154e-09
0,0.56999999999999995,63,2.8499999999999998e-06,5.0490953219834727e-14,4.8593398607729187e-10,1.0915944587468693e-09,5.8943613351847501e-09
0,0.80000000000000004,63,4.0000000000000007e-06,9.9650099113764368e-14,9.5721662009716432e-10,3.0179645564113996e-09,5.8944620242410131e-09
0,1.1299999999999999,63,5.6500000000000001e-06,2.2340753373807599e-14,1.9098390344836847e-09,8.5053691875770733e-09,5.894647495682004e-09
0,1.6000000000000001,63,8.0000000000000013e-06,2.716903850719725e-14,3.8290992838220902e-09,2.4146065624728228e-08,5.8950355529121636e-09
0,2.2599999999999998,63,1.13e-05,3.2401702293553756e-14,7.6402416812859967e-09,6.8056344575215774e-08,5.8958075814850089e-09
0,0.40000000000000002,64,2.0000000000000003e-06,1.0624525995983881e-14,4.5783664486588373e-11,1.1745838709272302e-10,1.8352872983237968e-09
0,0.56999999999999995,64,2.8499999999999998e-06,3.8724700750836715e-14,9.2969036238370178e-11,3.3988383087312602e-10,1.8352952372558686e-09
0,0.80000000000000004,64,4.0000000000000007e-06,7.2202473611874282e-14,1.8313349525293795e-10,9.3968009165622899e-10,1.8353126790160719e-09
0,1.1299999999999999,64,5.6500000000000001e-06,2.3501996104660468e-14,3.6538028874127883e-10,2.6482223096297692e-09,1.8353509014363259e-09
0,1.6000000000000001,64,8.0000000000000013e-06,8.5599063082337143e-14,7.3253747561409605e-10,7.5179048602757109e-09,1.8354259912782493e-09
0,2.2599999999999998,64,1.13e-05,4.9273146721404207e-14,1.4615388223831111e-09,2.1188351723721163e-08,1.8355738250652309e-09
0,0.40000000000000002,65,2.0000000000000003e-06,1.8646297833645128e-14,5.6062316966296776e-11,2.2643604502985231e-12,3.5380632035914413e-11
0,0.56999999999999995,65,2.8499999999999998e-06,8.2165105725590432e-15,1.1384130797308547e-10,6.5521258357480871e-12,3.5379986477610321e-11
0,0.80000000000000004,65,4.0000000000000007e-06,1.9957492606572418e-14,2.2424812126415894e-10,1.8114115354993297e-11,3.5379131552721272e-11
0,1.1299999999999999,65,5.6500000000000001e-06,4.0509375343629055e-14,4.4740983762492801e-10,5.1048813047405657e-11,3.5379388166588243e-11
0,1.6000000000000001,65,8.0000000000000013e-06,4.7250989559633684e-14,8.9699222174337443e-10,1.4491426371875523e-10,3.537945891571172e-11
0,2.2599999999999998,65,1.13e-05,3.1977101985928878e-14,1.7896410569638662e-09,4.0839129849746134e-10,3.537945696205806e-11
0,0.40000000000000002,66,2.0000000000000003e-06,8.4731093005417592e-15,2.7033143341948718e-11,3.2867776693204839e-12,5.1355901083132546e-11
0,0.56999999999999995,66,2.8499999999999998e-06,2.6645346650316824e-14,5.4893862000412024e-11,9.5104648811464373e-12,5.1354343204907523e-11
0,0.80000000000000004,66,4.0000000000000007e-06,4.7914822942343018e-14,1.0813175153371383e-10,2.6294354349522331e-11,5.1356160838910787e-11
0,1.1299999999999999,66,5.6500000000000001e-06,8.582276588011349e-14,2.157392842147663e-10,7.4101400019482496e-11,5.1355987308506795e-11
0,1.6000000000000001,66,8.0000000000000013e-06,2.1894540583040003e-14,4.325257865314368e-10,2.1035439447756794e-10,5.1356053339249969e-11
0,2.2599999999999998,66,1.13e-05,9.2140551158831849e-14,8.6295582388965809e-10,5.9281150260438954e-10,5.1356013510007102e-11
0,0.40000000000000002,67,2.0000000000000003e-06,6.8715857041583462e-14,1.6930254640278842e-10,3.3240817632446134e-11,5.1938777550697074e-10
0,0.56999999999999995,67,2.8499999999999998e-06,5.6058854519882454e-14,3.4378947202839635e-10,9.618693875819518e-11,5.1938755113959592e-10
0,0.80000000000000004,67,4.0000000000000007e-06,9.6724212692957939e-14,6.772083330353563e-10,2.6592528249941995e-10,5.1938531738167944e-10
0,1.1299999999999999,67,5.6500000000000001e-06,3.7852550219396473e-14,1.3511353720932475e-09,7.4941870281446888e-10,5.1938475359950796e-10
0,1.6000000000000001,67,8.0000000000000013e-06,3.6569496080740385e-14,2.7088234256555804e-09,2.127385918270896e-09,5.1938132770285538e-10
0,2.2599999999999998,67,1.13e-05,6.9140389570192583e-14,5.404495487266035e-09,5.9952274350682127e-09,5.1937416834571477e-10
0,0.40000000000000002,68,2.0000000000000003e-06,1.2867869070658604e-14,1.3243227481203094e-10,2.8479504088640749e-10,4.4499225138501156e-09
0,0.56999999999999995,68,2.8499999999999998e-06,3.5544206745739533e-14,2.689197851105572e-10,8.2409957316941099e-10,4.4499499072287354e-09
0,0.80000000000000004,68,4.0000000000000007e-06,3.7046514086787593e-14,5.2972945180737043e-10,2.278398841085771e-09,4.4499977364956456e-09
0,1.1299999999999999,68,5.6500000000000001e-06,6.4285415400471002e-14,1.0569003729113889e-09,6.4210270721824979e-09,4.4500938543655576e-09
0,1.6000000000000001,68,8.0000000000000013e-06,5.7559535592001359e-14,2.1189620637435167e-09,1.8228277197371358e-08,4.4502629876394902e-09
0,2.2599999999999998,68,1.13e-05,1.6954458817944656e-14,4.2277795714971568e-09,5.1374323015616231e-08,4.4506228628599488e-09
0,0.40000000000000002,69,2.0000000000000003e-06,9.9470118333161629e-14,9.3820353077444858e-11,9.2628470255335795e-11,1.4473198477396215e-09
0,0.56999999999999995,69,2.8499999999999998e-06,7.0815458815607069e-14,1.9051337810576357e-10,2.6803326773744683e-10,1.447318568938604e-09
0,0.80000000000000004,69,4.0000000000000007e-06,8.2159654438347513e-14,3.7527985019543261e-10,7.4102835052549271e-10,1.4473209971201027e-09
0,1.1299999999999999,69,5.6500000000000001e-06,6.7026254415141092e-14,7.4874016691456883e-10,2.0883460522922574e-09,1.4473285704331344e-09
0,1.6000000000000001,69,8.0000000000000013e-06,9.3213337968512352e-14,1.5011075786272191e-09,5.928324349288744e-09,1.4473448118380718e-09
0,2.2599999999999998,69,1.13e-05,5.0557770330066571e-14,2.9949257623634774e-09,1.6707373407117348e-08,1.4473809813795921e-09
0,0.40000000000000002,70,2.0000000000000003e-06,5.3251380595015438e-14,3.1104686555294369e-10,1.3449893129603485e-10,2.101545801500544e-09
0,0.56999999999999995,70,2.8499999999999998e-06,9.8545059576377276e-14,6.3162153636626523e-10,3.8919307615041129e-10,2.1015539256365594e-09
0,0.80000000000000004,70,4.0000000000000007e-06,4.9849337823705879e-14,1.2442020279145303e-09,1.0760076220185825e-09,2.1015773867550435e-09
0,1.1299999999999999,70,5.6500000000000001e-06,4.3134945686728328e-14,2.4824249310411979e-09,3.0324202441608049e-09,2.1016193423098158e-09
0,1.6000000000000001,70,8.0000000000000013e-06,2.5860519730823191e-14,4.9770896332423632e-09,8.6086065885007269e-09,2.1017105928956848e-09
0,2.2599999999999998,70,1.13e-05,2.0704303994648675e-14,9.9308100965445626e-09,2.4262506079632358e-08,2.1018917219690984e-09
0,0.40000000000000002,71,2.0000000000000003e-06,5.3779600193810479e-14,3.3251184737718579e-10,1.2640707232347364e-09,1.975110505054275e-08
0,0.56999999999999995,71,2.8499999999999998e-06,6.050922419494765e-15,6.7520907336009686e-10,3.6578229186711607e-09,1.9751410251311665e-08
0,0.80000000000000004,71,4.0000000000000007e-06,1.6609518114659758e-14,1.3300642286347128e-09,1.011301141619259e-08,1.9751975422251148e-08
0,1.1299999999999999,71,5.6500000000000001e-06,1.8301961482961998e-14,2.6537159176225413e-09,2.8501694778512129e-08,1.9753104191437184e-08
0,1.6000000000000001,71,8.0000000000000013e-06,1.3365061121328257e-14,5.3204616332003387e-09,8.0918166250629707e-08,1.9755411682282639e-08
0,2.2599999999999998,71,1.13e-05,3.2220549458185121e-14,1.0615730798813946e-08,2.280931290637915e-07,1.9759997514011014e-08
0,0.40000000000000002,72,2.0000000000000003e-06,5.4097357692916354e-14,3.3067405292827604e-10,8.1585119531469433e-10,1.2747674926792095e-08
0,0.56999999999999995,72,2.8499999999999998e-06,4.9579084129754179e-14,6.7148130748235792e-10,2.3608133904163976e-09,1.274785434879503e-08
0,0.80000000000000004,72,4.0000000000000007e-06,1.2082684570692738e-14,1.3227342594384877e-09,6.5270867666457143e-09,1.2748216341104908e-08
0,1.1299999999999999,72,5.6500000000000001e-06,1.6343676557842403e-14,2.6391660613669184e-09,1.839541054000582e-08,1.2748942259915868e-08
0,1.6000000000000001,72,8.0000000000000013e-06,8.471116522688061e-14,5.2915686465137631e-09,5.222566334785003e-08,1.2750406090783696e-08
0,2.2599999999999998,72,1.13e-05,3.6797068335167702e-14,1.055917773401803e-08,1.4721376093131255e-07,1.2753315112869509e-08
0,0.40000000000000002,73,2.0000000000000003e-06,6.47722422203633e-15,3.1214011699435176e-10,5.9815299997853577e-10,9.34614062466462e-09
0,0.56999999999999995,73,2.8499999999999998e-06,9.7606645256367594e-14,6.3384510350642071e-10,1.7308593313530175e-09,9.3462459777260366e-09
0,0.80000000000000004,73,4.0000000000000007e-06,1.4889098765381576e-14,1.2485949147218436e-09,4.7853875323693622e-09,9.3464600241589091e-09
0,1.1299999999999999,73,5.6500000000000001e-06,2.3991783681917236e-14,2.4912368397426949e-09,1.3486613927462249e-08,9.3468999710043438e-09
0,1.6000000000000001,73,8.0000000000000013e-06,4.6471877665946348e-14,4.9949546838791331e-09,3.8288528270971678e-08,9.3477852224051925e-09
0,2.2599999999999998,73,1.13e-05,2.3776556648024384e-14,9.9672437257262922e-09,1.0792344076356353e-07,9.3495447668443741e-09
0,0.40000000000000002,74,2.0000000000000003e-06,4.3094466824733194e-14,6.5159742286217304e-11,7.2842038294365512e-11,1.1381568483494609e-09
0,0.56999999999999995,74,2.8499999999999998e-06,9.1446441255738603e-14,1.3231474436458384e-10,2.107791928875726e-10,1.1381596112572972e-09
0,0.80000000000000004,74,4.0000000000000007e-06,7.7179128486625521e-15,2.6063816333038467e-10,5.8273885171330688e-10,1.1381618197525522e-09
0,1.1299999999999999,74,5.6500000000000001e-06,2.2242078311521802e-14,5.2001429068007867e-10,1.6422622026575348e-09,1.1381700860543307e-09
0,1.6000000000000001,74,8.0000000000000013e-06,5.2276926161292196e-14,1.042555560517355e-09,4.6620199936567088e-09,1.1381884750138446e-09
0,2.2599999999999998,74,1.13e-05,8.0036081272099278e-14,2.0800709264185619e-09,1.3138722671208364e-08,1.1382242349253246e-09
0,0.40000000000000002,75,2.0000000000000003e-06,4.1795228118510097e-14,6.2968334503274377e-11,2.4388175676951578e-11,3.8106524495236833e-10
0,0.56999999999999995,75,2.8499999999999998e-06,3.3096921600859459e-14,1.2786468906430641e-10,7.0571650337456025e-11,3.810708306332099e-10
0,0.80000000000000004,75,4.0000000000000007e-06,4.8263016521042471e-15,2.5187241243803866e-10,1.9511002348139594e-10,3.8107426461210134e-10
0,1.1299999999999999,75,5.6500000000000001e-06,9.15866494483345e-14,5.0252583981180969e-10,5.4985586028968358e-10,3.8107769320310724e-10
0,1.6000000000000001,75,8.0000000000000013e-06,1.9590503196867568e-14,1.0074939269455956e-09,1.560923793592051e-09,3.8108491054493423e-10
0,2.2599999999999998,75,1.13e-05,8.5673352895134547e-14,2.0101193954303407e-09,4.3990954544826729e-09,3.8109922732553627e-10
0,0.40000000000000002,76,2.0000000000000003e-06,4.5641144710511541e-14,4.4645785397079664e-11,3.3029037193512605e-11,5.1607870614863433e-10
0,0.56999999999999995,76,2.8499999999999998e-06,3.4014495853245609e-14,9.0657924753081855e-11,9.5572238293695348e-11,5.1606830870332767e-10
0,0.80000000000000004,76,4.0000000000000007e-06,1.1418121700715433e-14,1.7858147153075012e-10,2.6422876015561882e-10,5.1607179717894293e-10
0,1.1299999999999999,76,5.6500000000000001e-06,2.0955948986563014e-14,3.5629881255715248e-10,7.446470125459448e-10,5.1607773288456839e-10
0,1.6000000000000001,76,8.0000000000000013e-06,4.751011762512259e-14,7.1432975062052823e-10,2.113895132852543e-09,5.1608767891907773e-10
0,2.2599999999999998,76,1.13e-05,7.4053387932661097e-14,1.4252225858385568e-09,5.9575097718446773e-09,5.1610663926848904e-10
0,0.40000000000000002,77,2.0000000000000003e-06,2.3784905357074214e-14,5.1417011239500603e-11,1.8613260778779301e-11,2.9083219966842651e-10
0,0.56999999999999995,77,2.8499999999999998e-06,4.1580565085282753e-14,1.0440788689360823e-10,5.3859325542787006e-11,2.908280849858635e-10
0,0.80000000000000004,77,4.0000000000000007e-06,8.7492844801160516e-14,2.0566695307557049e-10,1.4890486086115311e-10,2.9082980636943962e-10
0,1.1299999999999999,77,5.6500000000000001e-06,2.1684514542482646e-14,4.1033858663839933e-10,4.1963895256021797e-10,2.9083084416990136e-10
0,1.6000000000000001,77,8.0000000000000013e-06,1.023373840585639e-14,8.2267460468169548e-10,1.1912543097003985e-09,2.9083357170419875e-10
0,2.2599999999999998,77,1.13e-05,2.8995699673135604e-14,1.6413835511725635e-09,3.3572086357948631e-09,2.9083924872971395e-10
0,0.40000000000000002,78,2.0000000000000003e-06,9.8338827819783865e-14,2.1895247987177234e-10,1.2600155592023412e-10,1.9687743112536575e-09
0,0.56999999999999995,78,2.8499999999999998e-06,9.1648888038938153e-14,4.4461087741638647e-10,3.6460409073286644e-10,1.9687790074833632e-09
0,0.80000000000000004,78,4.0000000000000007e-06,5.2660127835434795e-14,8.7581412673850873e-10,1.0080257165587225e-09,1.9688002276537544e-09
0,1.1299999999999999,78,5.6500000000000001e-06,2.8439322955314537e-14,1.7474023619530871e-09,2.8408245565720951e-09,1.9688339199347534e-09
0,1.6000000000000001,78,8.0000000000000013e-06,3.0980587969224478e-14,3.5033505029454711e-09,8.0646411421175564e-09,1.9689065288372935e-09
0,2.2599999999999998,78,1.13e-05,5.9938368242047238e-14,6.9899724890465591e-09,2.2729105244160683e-08,1.9690512597365485e-09
0,0.40000000000000002,79,2.0000000000000003e-06,3.5972563409291415e-14,2.6911738407250294e-10,4.6203151364319632e-11,7.219242400674941e-10
0,0.56999999999999995,79,2.8499999999999998e-06,4.0308030879443773e-14,5.4647689547515879e-10,1.3369522237112945e-10,7.2192373562245591e-10
0,0.80000000000000004,79,4.0000000000000007e-06,9.2126985042105837e-14,1.0764730805874514e-09,3.6962509015922259e-10,7.2192400421723142e-10
0,1.1299999999999999,79,5.6500000000000001e-06,3.5423724291071165e-14,2.14774366887342e-09,1.0416650909040127e-09,7.2192616029003668e-10
0,1.6000000000000001,79,8.0000000000000013e-06,1.080937613855741e-14,4.3059641477758254e-09,2.9570299599431168e-09,7.2193114256423727e-10
0,2.2599999999999998,79,1.13e-05,1.7058406151672445e-14,8.5912637915289512e-09,8.3334921327276894e-09,7.219410093658533e-10
0,0.40000000000000002,80,2.0000000000000003e-06,3.3294178669414523e-14,1.7422237863047457e-10,3.0701896745984482e-10,4.7971713665600739e-09
0,0.56999999999999995,80,2.8499999999999998e-06,2.7888844047183195e-14,3.5378176185586591e-10,8.8841029701092054e-10,4.7972131614635578e-09
0,0.80000000000000004,80,4.0000000000000007e-06,5.5643738201147173e-14,6.9689906928702432e-10,2.4562180519043168e-09,4.7973008826256178e-09
0,1.1299999999999999,80,5.6500000000000001e-06,6.6783590277237596e-14,1.3904497573271516e-09,6.9222593519174591e-09,4.7974729671746924e-09
0,1.6000000000000001,80,8.0000000000000013e-06,6.3478642754670402e-14,2.7877584390832833e-09,1.9651718901368998e-08,4.7977829349045391e-09
0,2.2599999999999998,80,1.13e-05,4.7173393671304838e-14,5.5624450515680292e-09,5.5389190619868069e-08,4.7984359434412239e-09
0,0.40000000000000002,81,2.0000000000000003e-06,9.7416599438693791e-15,3.7465074522636713e-11,3.4106012903062534e-11,5.3290645161035199e-10
0,0.56999999999999995,81,2.8499999999999998e-06,3.0927021131577929e-14,7.607706533690538e-11,9.8691834964635189e-11,5.3291341986271191e-10
0,0.80000000000000004,81,4.0000000000000007e-06,4.2366112951116788e-14,1.4985933991717569e-10,2.7285328950455905e-10,5.3291658106359175e-10
0,1.1299999999999999,81,5.6500000000000001e-06,9.726246519449213e-15,2.9899341594612338e-10,7.6895279094576433e-10,5.3292285654884902e-10
0,1.6000000000000001,81,8.0000000000000013e-06,2.6434939581371325e-14,5.9944242470439594e-10,2.1829043293793801e-09,5.3293562728988758e-10
0,2.2599999999999998,81,1.13e-05,2.4263840637001134e-14,1.1959952159885283e-09,6.1520518966366591e-09,5.3296007066310529e-10
0,0.40000000000000002,82,2.0000000000000003e-06,2.5743048467533605e-14,1.7078395715003581e-10,3.8586860933276675e-10,6.0291970208244792e-09
0,0.56999999999999995,82,2.8499999999999998e-06,3.3099764035964829e-14,3.4679938188119541e-10,1.1165783008569481e-09,6.0292683895014842e-09
0,0.80000000000000004,82,4.0000000000000007e-06,7.9067041938515575e-14,6.8314462968763068e-10,3.0870346202458705e-09,6.029364492667714e-09
0,1.1299999999999999,82,5.6500000000000001e-06,7.7955375952705242e-14,1.3630062411593797e-09,8.7000802691768277e-09,6.0295920423819791e-09
0,1.6000000000000001,82,8.0000000000000013e-06,5.8729496804631909e-14,2.7327377986845048e-09,2.469909014209574e-08,6.0300513042225915e-09
0,2.2599999999999998,82,1.13e-05,1.6953645022204175e-14,5.4526587896837877e-09,6.9616461914852914e-08,6.0309625284109798e-09
0,0.40000000000000002,83,2.0000000000000003e-06,5.3668917263259475e-14,2.9385508275088703e-11,4.9970778676395041e-11,7.8079341681867234e-10
0,0.56999999999999995,83,2.8499999999999998e-06,5.5958665982079708e-14,5.9670424662819539e-11,1.4459813403372567e-10,7.807969741498096e-10
0,0.80000000000000004,83,4.0000000000000007e-06,9.9146859152089659e-14,1.1754085319623013e-10,3.9977073279798149e-10,7.8080221249605736e-10
0,1.1299999999999999,83,5.6500000000000001e-06,9.2380122999263661e-14,2.3451277175265157e-10,1.1266320015276819e-09,7.808124914860051e-10
0,1.6000000000000001,83,8.0000000000000013e-06,7.8459803300276324e-14,4.7016757586889915e-10,3.1982994643975069e-09,7.8083483017517244e-10
0,2.2599999999999998,83,1.13e-05,9.7539893289189195e-14,9.380741394587938e-10,9.0138134407193807e-09,7.808781084789303e-10
0,0.40000000000000002,84,2.0000000000000003e-06,9.405183409244562e-15,3.5762104751851299e-10,7.8561729066511137e-10,1.2275270166642363e-08
0,0.56999999999999995,84,2.8499999999999998e-06,7.3541572579864921e-14,7.2619929633404132e-10,2.2733264274104102e-09,1.2275444684250543e-08
0,0.80000000000000004,84,4.0000000000000007e-06,9.0675063730337243e-14,1.4305282158334875e-09,6.2852169725224152e-09,1.227581439945784e-08
0,1.1299999999999999,84,5.6500000000000001e-06,6.563649472307614e-14,2.8542405065909871e-09,1.771354013930083e-08,1.2276371868054918e-08
0,1.6000000000000001,84,8.0000000000000013e-06,6.016802814279806e-14,5.7228069172491442e-09,5.0289267433884035e-08,1.2277653182100592e-08
0,2.2599999999999998,84,1.13e-05,8.4723699721046018e-14,1.1419739435986678e-08,1.4175245712955081e-07,1.2280195427112162e-08
0,0.40000000000000002,85,2.0000000000000003e-06,2.5966910211687343e-14,1.2005016626464819e-10,6.2834935306702444e-11,9.8179586416722552e-10
0,0.56999999999999995,85,2.8499999999999998e-06,9.8202880406723291e-14,2.4377747514691718e-10,1.8182171292320409e-10,9.8179581800178254e-10
0,0.80000000000000004,85,4.0000000000000007e-06,4.7007879369603974e-14,4.8020326441271637e-10,5.0268190131811453e-10,9.818005885119422e-10
0,1.1299999999999999,85,5.6500000000000001e-06,8.191172650593153e-14,9.5808726421595031e-10,1.4166565066235216e-09,9.8181402180718518e-10
0,1.6000000000000001,85,8.0000000000000013e-06,7.2650877031284871e-14,1.9208517767112293e-09,4.0215970473739788e-09,9.8183521664403747e-10
0,2.2599999999999998,85,1.13e-05,8.94109296049372e-14,3.8325067510208726e-09,1.133403451370808e-08,9.8188180737329864e-10
0,0.40000000000000002,86,2.0000000000000003e-06,3.4660452363494781e-14,1.6856404998557083e-10,1.7365414978248957e-10,2.7133460903513988e-09
0,0.56999999999999995,86,2.8499999999999998e-06,5.0742925343426478e-14,3.4229117418094259e-10,5.0249435027586787e-10,2.7133549879091972e-09
0,0.80000000000000004,86,4.0000000000000007e-06,8.5738032794547264e-14,6.7426117201861408e-10,1.3892555000267856e-09,2.7133896484898149e-09
0,1.1299999999999999,86,5.6500000000000001e-06,7.581015741946006e-14,1.345271810501434e-09,3.9152105631195286e-09,2.7134373161213378e-09
0,1.6000000000000001,86,8.0000000000000013e-06,4.6204559240736141e-14,2.6971414245712232e-09,1.1114692530792042e-08,2.7135479811504003e-09
0,2.2599999999999998,86,1.13e-05,4.1592302754487526e-14,5.3814770522620282e-09,3.1325513700678954e-08,2.7137690442109665e-09
0,0.40000000000000002,87,2.0000000000000003e-06,2.4983744322050104e-14,2.9533510332242503e-10,1.4612678202325461e-10,2.2832309691133527e-09
0,0.56999999999999995,87,2.8499999999999998e-06,1.7713904982082314e-14,5.9971572928414919e-10,4.2283884269076168e-10,2.2832333980807144e-09
0,0.80000000000000004,87,4.0000000000000007e-06,6.5281194720539404e-14,1.1813447428104938e-09,1.1690241001240097e-09,2.2832501955547058e-09
0,1.1299999999999999,87,5.6500000000000001e-06,5.0855621819359931e-14,2.3569757001651083e-09,3.2945329586022432e-09,2.2832766015885017e-09
0,1.6000000000000001,87,8.0000000000000013e-06,1.5994457751491992e-14,4.7254348694962332e-09,9.3525510916623456e-09,2.2833376688628767e-09
0,2.2599999999999998,87,1.13e-05,2.172540808556547e-14,9.4281337908972129e-09,2.6358355559578265e-08,2.2834578247423651e-09
0,0.40000000000000002,88,2.0000000000000003e-06,4.0889430051099947e-14,4.3646794683085197e-11,6.6961454381680874e-12,1.0462727247137634e-10
0,0.56999999999999995,88,2.8499999999999998e-06,2.8759714170886403e-14,8.8630240451131942e-11,1.9376354425466068e-11,1.0462789860019586e-10
0,0.80000000000000004,88,4.0000000000000007e-06,6.1429397511185765e-14,1.7458665742467798e-10,5.3569742371346763e-11,1.0462840306903662e-10
0,1.1299999999999999,88,5.6500000000000001e-06,7.8140230816809785e-14,3.4832727559665053e-10,1.5096818997892274e-10,1.0462852856366241e-10
0,1.6000000000000001,88,8.0000000000000013e-06,4.0526172794947055e-14,6.9834375320100435e-10,4.2855772439280793e-10,1.0462835068183785e-10
0,2.2599999999999998,88,1.13e-05,2.7057851531600631e-14,1.3932999898828804e-09,1.2077352047713376e-09,1.0462763495690771e-10
0,0.40000000000000002,89,2.0000000000000003e-06,8.2914801827363487e-14,2.1846424628300769e-10,4.5706720130222236e-10,7.141675020347223e-09
0,0.56999999999999995,89,2.8499999999999998e-06,7.9388109621640616e-14,4.4362317981332681e-10,1.3226014082799772e-09,7.1417462230212666e-09
0,0.80000000000000004,89,4.0000000000000007e-06,8.0757508753096585e-14,8.7387692455081181e-10,3.6566394357596202e-09,7.1418738979680067e-09
0,1.1299999999999999,89,5.6500000000000001e-06,9.520233437098226e-14,1.7435727835407398e-09,1.0305388147811466e-08,7.1421509281753794e-09
0,1.6000000000000001,89,8.0000000000000013e-06,3.5038810151328028e-14,3.4958196981301933e-09,2.9256535364021385e-08,7.1427088291067814e-09
0,2.2599999999999998,89,1.13e-05,6.6009601683920408e-14,6.9755353510140728e-09,8.2462349784668025e-08,7.1438181125080355e-09
0,0.40000000000000002,90,2.0000000000000003e-06,3.5849543363350879e-14,2.6608865278826909e-10,9.3377099124152018e-10,1.459017173814875e-08
0,0.56999999999999995,90,2.8499999999999998e-06,8.3563790574446011e-14,5.4033335564708539e-10,2.7020445362915486e-09,1.4590424780048647e-08
0,0.80000000000000004,90,4.0000000000000007e-06,3.3417419749773247e-14,1.0643843983586443e-09,7.4705280320341868e-09,1.4590875062566768e-08
0,1.1299999999999999,90,5.6500000000000001e-06,6.5939916665611079e-14,2.1236919878992761e-09,2.1054501918798054e-08,1.4591825971499049e-08
0,1.6000000000000001,90,8.0000000000000013e-06,2.5457340278986808e-14,4.2580138251312759e-09,5.977596661294728e-08,1.4593741848864079e-08
0,2.2599999999999998,90,1.13e-05,1.9492425350447383e-14,8.4966653225838711e-09,1.6850207047951824e-07,1.4597548411244731e-08
