acquisition,method,target,target_index,relative_x_rmse_um,relative_y_rmse_um,relative_rmse_2d_um,relative_median_2d_um,relative_p90_2d_um,relative_p95_2d_um,relative_p99_2d_um,relative_max_2d_um,absolute_x_rmse_um,absolute_y_rmse_um,absolute_rmse_2d_um,absolute_median_2d_um,absolute_p90_2d_um,absolute_p95_2d_um,absolute_p99_2d_um,absolute_max_2d_um
deterministic_static_readback,exact_local_orbit_oracle,SEX_24W,16,30.471078940491974,26.405838706461203,40.32065189935969,36.29649072895542,58.14688348783186,61.80301966730645,61.980736624944534,62.02516586435406,30.47107894049197,26.405838706461203,40.32065189935969,36.29649072895542,58.14688348783186,61.80301966730645,61.980736624944534,62.02516586435406
deterministic_static_readback,exact_local_orbit_oracle,SEX_25W,17,7.246981001509673,6.596673864808321,9.79973671661067,6.936442241945512,15.38345230980429,18.18908230675728,19.043152744819317,19.256670354334826,7.246981001509679,6.596673864808323,9.799736716610676,6.936442241945512,15.38345230980429,18.189082306757292,19.043152744819363,19.25667035433488
deterministic_static_readback,exact_local_orbit_oracle,SEX_26W,18,20.290603989352036,14.630288307711051,25.015074379650674,19.79162116388797,37.396677143818565,40.80398682945853,48.54327894402206,50.478101972662955,20.290603989352032,14.630288307711051,25.01507437965067,19.791621163887978,37.396677143818565,40.80398682945853,48.54327894402206,50.478101972662955
deterministic_static_readback,exact_local_orbit_oracle,SEX_27W,19,8.264450297854145,10.326047267336547,13.226049708547524,10.256218735326318,21.342055034108146,23.26333474657225,23.268249204844853,23.269477819413005,8.264450297854143,10.326047267336545,13.226049708547523,10.256218735326303,21.34205503410815,23.263334746572255,23.268249204844857,23.269477819413005
deterministic_static_readback,exact_local_orbit_oracle,SEX_28W,20,21.99884389671928,23.55473651632555,32.23002862464977,23.31840760581806,48.59374117686947,50.04331937857263,52.982776339753826,53.71764058004913,21.99884389671928,23.55473651632555,32.23002862464976,23.318407605818052,48.59374117686947,50.04331937857263,52.982776339753826,53.71764058004913
deterministic_static_readback,exact_local_orbit_oracle,SEX_29W,21,5.524116944999379,9.910737289477105,11.346302553830531,7.951617276199653,15.475573113816157,18.265230354565645,23.84895547510066,25.24488675523442,5.52411694499938,9.910737289477106,11.346302553830533,7.951617276199666,15.475573113816157,18.265230354565645,23.84895547510066,25.24488675523442
deterministic_static_readback,exact_local_orbit_oracle,SEX_30W,22,6.7309417825903335,8.116069033232597,10.544010329699864,8.250032757641618,16.620546522913017,21.10900054804985,22.08608144593129,22.330351670401647,6.7309417825903335,8.116069033232597,10.544010329699864,8.250032757641621,16.620546522913017,21.10900054804985,22.08608144593129,22.330351670401647
deterministic_static_readback,exact_local_orbit_oracle,SEX_31W,23,6.013186222138877,7.037646279546979,9.25672046127257,7.781075466918528,12.352470821657773,14.014662617343763,17.74810351556037,18.681463740114523,6.013186222138888,7.037646279546979,9.256720461272577,7.781075466918528,12.352470821657773,14.014662617343776,17.748103515560413,18.681463740114573
deterministic_static_readback,exact_local_orbit_oracle,SEX_32W,24,8.278933519189328,6.927920545187031,10.795222243917962,7.884138338115099,16.85301811835303,18.740138634709407,20.193861954119008,20.55729278397141,8.278933519189328,6.927920545187033,10.795222243917964,7.884138338115099,16.853018118353038,18.740138634709417,20.19386195411901,20.557292783971413
deterministic_static_readback,exact_local_orbit_oracle,SEX_33W,25,5.863355379225496,4.9200725775568745,7.654152498580082,5.893481205729991,10.010675907092764,12.140479448675364,16.328589152151952,17.375616578021102,5.8633553792254975,4.920072577556874,7.654152498580083,5.893481205729991,10.010675907092779,12.140479448675364,16.328589152151952,17.375616578021102
