trial,family,element_count,contribution_norm_m,projection_numerator
51,quadrupole,122,1.9762975166538236e-07,1.9009314633728252e-13
51,rfcavity,4,9.6401284775179095e-09,1.0613418766489813e-14
51,sbend,98,1.4645201092613473e-06,1.3850123279839689e-12
51,wiggler,3,1.0249254004585108e-09,-5.5800488420599137e-15
52,drift,562,1.2050734142573932e-06,1.1801176630330053e-12
52,kicker,82,4.7163930756756039e-07,1.0622858842314285e-12
52,marker,222,2.3991439676659692e-20,1.4139697264218756e-25
52,normal_sextupole,76,1.2359059455099474e-05,1.3666079078351962e-10
52,octupole,2,3.3730371008074458e-09,-5.4466733126383832e-15
52,other_sextupole,6,1.9462394543979732e-09,-1.3980218362616425e-15
52,quadrupole,122,4.4155032624367571e-07,6.8468814383893274e-13
52,rfcavity,4,1.5521652207862282e-08,-6.0626291330048467e-15
52,sbend,98,2.1042043005991619e-06,-1.5103506104456584e-12
52,wiggler,3,1.3785607186955558e-08,4.5684517907172341e-14
53,drift,562,3.9585179011525431e-07,7.0480296502414132e-13
53,kicker,82,1.6090847676030827e-07,2.8433880687827093e-13
53,marker,222,2.1578127537499928e-20,6.7256446313700679e-26
53,normal_sextupole,76,1.0392691967764507e-05,1.0845410864177673e-10
53,octupole,2,2.029808459893315e-09,3.5656545851200171e-15
53,other_sextupole,6,8.2959354145369959e-10,1.3960412597670437e-15
53,quadrupole,122,1.2747991154682483e-07,2.2588702057389839e-13
53,rfcavity,4,1.0726106271628233e-08,2.0079646899172212e-14
53,sbend,98,8.2540025455076183e-07,1.5287592357353564e-12
53,wiggler,3,4.0962678110218898e-09,7.7019928368171425e-15
54,drift,562,5.8309259667167755e-07,3.0641877537729065e-12
54,kicker,82,1.3107631405960148e-07,1.3848161303758145e-13
54,marker,222,2.601392325890682e-20,2.8066277910389263e-26
54,normal_sextupole,76,1.3424547713061477e-05,1.8809674735381029e-10
54,octupole,2,4.9408739269633538e-09,1.994119156215469e-14
54,other_sextupole,6,2.0466524674988757e-09,1.063803391890259e-14
54,quadrupole,122,1.6251220114037158e-07,7.9147003512386339e-13
54,rfcavity,4,4.1944901698989299e-09,2.7244297800268071e-15
54,sbend,98,1.3899102916516478e-06,8.8571350565720497e-12
54,wiggler,3,2.929630716804726e-09,4.8065812549122265e-15
55,drift,562,2.3144070287785898e-07,6.686065446372633e-14
55,kicker,82,8.0260931681131282e-08,5.2257764802441854e-14
55,marker,222,4.8892886990821757e-21,7.0448773978501517e-27
55,normal_sextupole,76,2.5185992328601282e-06,5.8850570180101936e-12
55,octupole,2,8.0242742056001324e-10,-4.364408367110816e-16
55,other_sextupole,6,4.0467586071930179e-10,-5.4094984560446695e-17
55,quadrupole,122,7.4137138647312169e-08,3.3835220868592812e-14
55,rfcavity,4,6.2898409998615798e-09,1.9523506925094826e-15
55,sbend,98,4.3510314978055564e-07,6.1446592012042991e-14
55,wiggler,3,9.6340026088654997e-11,7.9866826874855462e-17
56,drift,562,6.7431009454971467e-07,4.8046905643752981e-13
56,kicker,82,1.665116900065255e-07,9.2506093229212653e-14
56,marker,222,1.8915962378530712e-20,6.0332238725223777e-26
56,normal_sextupole,76,1.1357504023829268e-05,1.2352282664257866e-10
56,octupole,2,4.8311504962784544e-09,4.3460196821160654e-15
56,other_sextupole,6,2.7312931869288458e-09,3.2739518034307552e-15
56,quadrupole,122,1.9704621671677605e-07,1.3354551138898623e-13
56,rfcavity,4,7.4024049346465368e-09,1.1898359732889385e-14
56,sbend,98,1.5202745284339174e-06,4.2886732775409951e-13
56,wiggler,3,5.0224358483060518e-09,1.0062864325322522e-14
57,drift,562,6.5423923024415463e-07,9.7498534308377347e-13
57,kicker,82,3.1819298714048444e-07,5.053114993842899e-13
57,marker,222,1.079466682995916e-20,2.3998133247944055e-26
57,normal_sextupole,76,6.7797486051893242e-06,4.2753227311051514e-11
57,octupole,2,2.3382752405321594e-09,2.9891277800817829e-15
57,other_sextupole,6,1.4412225495075141e-09,1.8674455481218839e-15
57,quadrupole,122,2.1706357334961759e-07,3.2923872943085756e-13
57,rfcavity,4,1.1573682299372315e-08,1.7013410332991371e-14
57,sbend,98,1.5627626320831592e-06,2.6352588432937834e-12
57,wiggler,3,8.3082331271554004e-09,1.2789375595947232e-14
58,drift,562,2.3474630062167496e-06,1.6298043251094335e-11
58,kicker,82,8.6839797521249969e-07,6.2474145795517969e-12
58,marker,222,4.1033821065227666e-20,5.8752603740028652e-25
58,normal_sextupole,76,2.9141981011068486e-05,8.3357510387169653e-10
58,octupole,2,2.4505481152892911e-09,1.6450561586885091e-14
58,other_sextupole,6,7.3796139526127533e-09,5.0316473656312455e-14
58,quadrupole,122,8.5930070063393626e-07,6.0271669188652468e-12
58,rfcavity,4,3.241797160257147e-08,2.3374763272841403e-13
58,sbend,98,4.3216170671525324e-06,2.6696392209181666e-11
58,wiggler,3,6.841254997225317e-09,-3.70008667018878e-14
59,drift,562,5.8983550517570851e-07,1.4765744838695099e-12
59,kicker,82,2.6166884691997173e-07,7.0577895683043961e-13
59,marker,222,2.3093962682096128e-20,5.3899890678997372e-26
59,normal_sextupole,76,9.0721008334759011e-06,8.2346096770987184e-11
59,octupole,2,1.5811615898767265e-09,1.4993077606348491e-15
59,other_sextupole,6,1.7586565885156948e-09,4.4957080367329312e-15
59,quadrupole,122,2.100531584519204e-07,5.4219461651711951e-13
59,rfcavity,4,1.2388217930790531e-08,3.6763176373295476e-14
59,sbend,98,1.3763877951960802e-06,3.2921969622893253e-12
59,wiggler,3,3.312335347127815e-09,7.0135561459530925e-15
60,drift,562,1.4945133341251005e-06,7.8329580472342185e-12
60,kicker,82,6.7901891289933096e-07,3.5441345184984908e-12
60,marker,222,5.4359427713193518e-20,4.5336346810816783e-25
60,normal_sextupole,76,2.3698137530185871e-05,5.6417050631467941e-10
60,octupole,2,1.463921189369458e-09,3.81005276744076e-15
60,other_sextupole,6,2.9615136934531177e-09,1.5842984221414555e-14
60,quadrupole,122,5.9255547122157851e-07,3.1263138908742491e-12
60,rfcavity,4,8.466042032277325e-09,3.2793491476142963e-14
60,sbend,98,2.1222487380475018e-06,1.2106438965382252e-11
60,wiggler,3,2.6140903868242471e-08,1.5022173038031244e-13
61,drift,562,8.8787127505611402e-07,1.1247091201895589e-12
61,kicker,82,3.0942535551283326e-07,3.2034024397830353e-13
61,marker,222,1.411007003741849e-20,2.9025351474053578e-26
61,normal_sextupole,76,9.7325212891748844e-06,8.918264870565134e-11
61,octupole,2,2.9318705933299575e-09,4.0000906069769412e-15
61,other_sextupole,6,2.2428446436665749e-09,2.7711615375194438e-15
61,quadrupole,122,3.0999214087424067e-07,3.7672288666357034e-13
61,rfcavity,4,2.4163688979453579e-08,2.3032417424741074e-14
61,sbend,98,1.5222984038307187e-06,1.983931403412799e-12
61,wiggler,3,5.2018482036383469e-09,-6.1842205483466312e-15
62,drift,562,4.1690509758044886e-07,9.3026432060202567e-13
62,kicker,82,1.1150072877766395e-07,2.6560192099870453e-13
62,marker,222,2.1349023204414599e-20,-2.1006677773621111e-26
62,normal_sextupole,76,8.5444968234409214e-06,7.4680028227039957e-11
62,octupole,2,1.8243280415231673e-09,2.562673913784163e-15
62,other_sextupole,6,1.2742663885319104e-09,4.8097371501921086e-15
62,quadrupole,122,1.3100852189304395e-07,2.896512753111522e-13
62,rfcavity,4,7.3131078689258365e-09,1.8811486122087567e-14
62,sbend,98,9.1040565621770396e-07,2.6505989892553946e-12
62,wiggler,3,2.1612628606128808e-09,7.1147638755683253e-16
63,drift,562,3.0068485918806896e-07,1.6442598236816824e-13
63,kicker,82,1.1432458285869511e-07,2.1123721067269566e-14
63,marker,222,3.4819247232665642e-21,5.6777743519392365e-27
63,normal_sextupole,76,4.6364126418039399e-06,2.087792953210045e-11
63,octupole,2,1.542924374347173e-09,1.7606990281651892e-15
63,other_sextupole,6,5.8171370058769558e-10,2.9271882516945242e-16
63,quadrupole,122,9.7583209257048557e-08,4.3323112538402307e-14
63,rfcavity,4,4.0907059313751978e-09,2.157126804765602e-15
63,sbend,98,6.5079813561914391e-07,5.103832994890764e-13
63,wiggler,3,1.1646436890692852e-09,-1.1197931488461042e-15
64,drift,562,8.1192487931178938e-07,1.650151255526211e-12
64,kicker,82,2.5152152322616885e-07,5.2371234527455893e-13
64,marker,222,2.1920895327579108e-20,1.7837849557856041e-26
64,normal_sextupole,76,9.6480286602478791e-06,9.0959872240928999e-11
64,octupole,2,4.4046852660379933e-09,9.745351477139051e-15
64,other_sextupole,6,1.7176026658995485e-09,2.8903718899753388e-15
64,quadrupole,122,2.680223417454042e-07,5.5239254351694165e-13
64,rfcavity,4,2.1758284261237881e-08,4.4411237596566494e-14
64,sbend,98,1.3046147079367857e-06,2.2002363528671916e-12
64,wiggler,3,7.1560461893835715e-09,4.7772797194919044e-15
65,drift,562,3.6022527419322722e-07,2.4428431070586021e-13
65,kicker,82,7.7760643189331126e-08,6.6560706325639846e-14
65,marker,222,3.3811753905507368e-20,3.4848586959057595e-26
65,normal_sextupole,76,1.7983047104863166e-05,3.2294599250037005e-10
65,octupole,2,2.7946535121137833e-09,-4.2941697564499786e-16
65,other_sextupole,6,9.2508208378176723e-10,6.8256467910572809e-17
65,quadrupole,122,1.0205196556286988e-07,8.6118468006258672e-14
65,rfcavity,4,1.0022722552479678e-09,-3.2220704946608934e-15
65,sbend,98,1.0461362313878217e-06,1.6910952908590466e-12
65,wiggler,3,1.7934608408611355e-09,-3.8862505131224719e-15
66,drift,562,4.451583862976384e-07,9.2217338431526683e-13
66,kicker,82,1.5097925301742446e-07,2.8700980368748362e-13
66,marker,222,2.2837830656116989e-20,9.0188777702509919e-26
66,normal_sextupole,76,1.0292587587595224e-05,1.0678569464111814e-10
66,octupole,2,1.0045194261597188e-09,2.9653311602256286e-15
66,other_sextupole,6,8.0736493584013442e-10,1.5616144133570581e-15
66,quadrupole,122,1.4326663409133996e-07,2.8496017168966467e-13
66,rfcavity,4,6.8775150075615133e-09,1.4315674856774719e-14
66,sbend,98,6.9992857296883539e-07,1.441013027532303e-12
66,wiggler,3,3.1559980881628991e-09,-4.7767644426936254e-15
67,drift,562,4.4674639340164343e-07,3.3237796496985617e-13
67,kicker,82,1.502939634461046e-07,2.6256036097831075e-14
67,marker,222,1.0907494724692963e-20,-1.789750894168622e-26
67,normal_sextupole,76,6.7305344509870462e-06,4.3774958662299367e-11
67,octupole,2,2.8403619108768259e-09,5.8767208769123507e-15
67,other_sextupole,6,8.9928970471011511e-10,1.6710472102596923e-15
67,quadrupole,122,1.498419978329783e-07,6.6170794887081061e-14
67,rfcavity,4,5.4188405713683269e-09,1.4234208456714864e-14
67,sbend,98,9.0543153034815295e-07,7.6102772424488522e-13
67,wiggler,3,3.8854089658994993e-09,1.3716302978875126e-14
68,drift,562,8.9714996415307191e-07,3.4801427830569134e-12
68,kicker,82,4.2590261500732517e-07,1.8283058288581864e-12
68,marker,222,2.6427876048258843e-20,8.5754752078122093e-26
68,normal_sextupole,76,1.7446926613070594e-05,3.0638269516077764e-10
68,octupole,2,1.8928820058579285e-09,3.156003690115132e-15
68,other_sextupole,6,2.075515266226812e-09,6.7691911929604353e-15
68,quadrupole,122,3.4060497530619237e-07,1.3874850456956515e-12
68,rfcavity,4,1.3279374409108515e-08,6.811580215659538e-14
68,sbend,98,1.8441212207227719e-06,7.673755357078237e-12
68,wiggler,3,4.6485089724996698e-09,-2.8695161686867602e-14
69,drift,562,4.2502263055483584e-07,4.5681310726931303e-13
69,kicker,82,1.3481754664861763e-07,1.8681676665161379e-13
69,marker,222,1.439538846829385e-20,1.5884663469787046e-26
69,normal_sextupole,76,7.4918301338949038e-06,5.56062867466136e-11
69,octupole,2,6.9180172410094945e-10,3.9553676179607092e-16
69,other_sextupole,6,1.7064482521745411e-09,1.8904594204244029e-15
69,quadrupole,122,1.3995868212289704e-07,1.5856112454088341e-13
69,rfcavity,4,1.4263655637224923e-08,2.2426310293647641e-14
69,sbend,98,9.7587003873297678e-07,1.5218612473659442e-12
69,wiggler,3,4.1530080688153738e-09,1.3110131642551972e-15
70,drift,562,5.9559044961603376e-07,7.2011222572038558e-13
70,kicker,82,2.1358147392179645e-07,2.281406160284969e-13
70,marker,222,1.3895295682268905e-20,-1.476130778286287e-26
70,normal_sextupole,76,6.0310657101547962e-06,3.5466195385756573e-11
70,octupole,2,1.520807837488625e-09,7.5047753865525738e-16
70,other_sextupole,6,7.7885021221811021e-10,1.6322819580109003e-15
70,quadrupole,122,2.0551275741137864e-07,2.1628118016082178e-13
70,rfcavity,4,1.8546040637405216e-08,3.621027160690866e-14
70,sbend,98,7.5014808337901862e-07,1.0980869900776098e-12
70,wiggler,3,8.507426121009858e-09,-7.1880313943004957e-16
71,drift,562,1.4155889731576737e-06,5.4994131519540955e-12
71,kicker,82,6.1095930819505161e-07,2.3476381163859935e-12
71,marker,222,1.5458280258867857e-20,-2.2018439976530003e-26
71,normal_sextupole,76,8.8393727321022727e-06,7.4361726357492239e-11
71,octupole,2,1.7714079524952653e-09,7.1418479407322872e-15
71,other_sextupole,6,1.668646444218451e-09,6.7003091780557327e-15
71,quadrupole,122,5.33245846633405e-07,2.0645623585158309e-12
71,rfcavity,4,2.4871419585064867e-08,9.7312239098183444e-14
71,sbend,98,2.2058884220363026e-06,9.1759312773491336e-12
71,wiggler,3,1.1847034916862768e-08,3.1550874970031517e-14
72,drift,562,2.0486001546786882e-06,1.1133035040482496e-11
72,kicker,82,6.3610597704569659e-07,3.5674375997122512e-12
72,marker,222,6.8823064478318373e-20,1.804520772945518e-24
72,normal_sextupole,76,3.6583333337383377e-05,1.3116250491310697e-09
72,octupole,2,4.3313997925501212e-09,2.3336370301391193e-14
72,other_sextupole,6,5.4178025583547724e-09,2.8446317786562387e-14
72,quadrupole,122,6.6375683480424901e-07,3.6327732593914536e-12
72,rfcavity,4,3.4741074558087037e-08,2.1914841536356405e-13
72,sbend,98,4.5749977958751434e-06,1.8224280069988041e-11
72,wiggler,3,1.5503825812742081e-08,1.206271355526704e-13
73,drift,562,3.0313700988862867e-07,2.7026945712927275e-13
73,kicker,82,1.2242624766695283e-07,2.0476603459216341e-13
73,marker,222,5.1021155208772409e-21,-1.6840201746721197e-26
73,normal_sextupole,76,7.049101457335772e-06,4.8861877328290502e-11
73,octupole,2,1.407526926625723e-09,2.8866414186483413e-15
73,other_sextupole,6,8.0275555960809165e-10,-1.2985899159233724e-15
73,quadrupole,122,9.8518909183993818e-08,9.5162742287848737e-14
73,rfcavity,4,6.2975003208900484e-09,2.4528650503311443e-14
73,sbend,98,7.9941305095416603e-07,3.2137735701756467e-13
73,wiggler,3,1.8495617683483157e-09,5.8787505154013017e-15
74,drift,562,9.0501225791785126e-07,-3.8946899578457712e-12
74,kicker,82,1.6661253705634717e-07,-7.2072589460610694e-13
74,marker,222,3.1581716881526517e-20,-2.115809181894938e-25
74,normal_sextupole,76,2.6005676525103037e-05,6.5073775920383072e-10
74,octupole,2,1.0091985120739804e-08,-3.3016729116364856e-14
74,other_sextupole,6,2.8746206865348446e-09,-1.5019670267376842e-14
74,quadrupole,122,2.3818128963171516e-07,-1.0777331285339457e-12
74,rfcavity,4,2.2100870235322788e-08,-8.3275846867515894e-14
74,sbend,98,1.9006109966772513e-06,-9.230309138331161e-12
74,wiggler,3,3.5636443874015794e-09,2.5362128962894209e-15
75,drift,562,6.351875665546543e-07,4.8735598725005268e-13
75,kicker,82,2.3360210018883919e-07,1.1158421212336448e-13
75,marker,222,1.0118336157258555e-20,5.9941983354382963e-28
75,normal_sextupole,76,5.4148858767963842e-06,2.6545643615753965e-11
75,octupole,2,2.0972521112711815e-09,-2.5586920716882357e-16
75,other_sextupole,6,1.4280108113913945e-09,1.2601347626047926e-15
75,quadrupole,122,2.2430175208107044e-07,1.6437302950172885e-13
75,rfcavity,4,1.8125981813374353e-08,2.115014070217087e-14
75,sbend,98,9.4813753334575881e-07,7.1285429727217967e-13
75,wiggler,3,7.4576462571425626e-09,-1.2370946558001975e-14
76,drift,562,5.2667910650883947e-07,2.2942524076262757e-13
76,kicker,82,2.1955791051455383e-07,8.6437822539282641e-14
76,marker,222,6.0874547096573565e-21,-1.7417554485431353e-26
76,normal_sextupole,76,5.8566831000772268e-06,3.0592677360856749e-11
76,octupole,2,1.1002727299848917e-09,3.3416525146195867e-16
76,other_sextupole,6,1.5160292637573658e-09,1.0539513858838639e-15
76,quadrupole,122,1.9535255400098342e-07,8.5067043919749053e-14
76,rfcavity,4,1.4195431781225658e-08,2.0159762990614254e-14
76,sbend,98,1.0580780421206521e-06,-1.0088712947320095e-13
76,wiggler,3,2.5634669239046519e-09,2.6977898483320183e-15
77,drift,562,3.4662834960648609e-07,1.8545872356165696e-13
77,kicker,82,1.3518692267076278e-07,6.9263915590676789e-14
77,marker,222,4.3113569951926776e-21,-1.4211455360609459e-27
77,normal_sextupole,76,3.1619042249789247e-06,9.1205297796844914e-12
77,octupole,2,1.4566331014346119e-09,9.5720097329983995e-16
77,other_sextupole,6,8.1099563305566222e-10,5.4917150297239765e-16
77,quadrupole,122,1.2482034483304468e-07,6.4266189047279058e-14
77,rfcavity,4,5.6038916476140913e-09,3.4372825981469626e-15
77,sbend,98,6.4903881116786152e-07,3.7695650321350978e-13
77,wiggler,3,1.6121858328180069e-09,9.3982180881373545e-16
78,drift,562,8.3878477216093154e-07,2.3254475969840508e-12
78,kicker,82,2.330680841379869e-07,6.6095725728392051e-13
78,marker,222,1.6535724474122834e-20,9.1814763886356568e-26
78,normal_sextupole,76,2.2923758991530026e-05,5.2526708728687928e-10
78,octupole,2,6.8568013958591489e-09,1.9170639719557891e-14
78,other_sextupole,6,2.7599464466279447e-09,6.7535842290558656e-15
78,quadrupole,122,2.6397891861212356e-07,7.2638367131139928e-13
78,rfcavity,4,1.5999817175795704e-09,6.4890313538556068e-16
78,sbend,98,1.6704471060805051e-06,5.1891571314112282e-12
78,wiggler,3,5.3942511494762185e-09,-3.8386919356875366e-14
79,drift,562,7.106732391744775e-07,9.8190873001122037e-13
79,kicker,82,2.4794076665193427e-07,3.9522162240765977e-13
79,marker,222,1.4644575530762615e-20,5.5615259703026093e-27
79,normal_sextupole,76,6.8594611911501252e-06,4.4196587963834431e-11
79,octupole,2,1.6360255809609028e-09,2.3379080668195374e-15
79,other_sextupole,6,1.4022742697329004e-09,2.3396434633111849e-15
79,quadrupole,122,2.5126377707083443e-07,3.5094840285727886e-13
79,rfcavity,4,2.2164518215487616e-08,3.2001391716536949e-14
79,sbend,98,1.1782258635946806e-06,1.1480872037301197e-12
79,wiggler,3,8.0516598207994869e-09,3.8088651689395228e-16
80,drift,562,8.7791076161161026e-07,1.5406368717052811e-12
80,kicker,82,2.8651967450481547e-07,4.8849292625635603e-13
80,marker,222,4.8681541629893792e-20,-6.3320749268464569e-26
80,normal_sextupole,76,2.0302399008061366e-05,4.0789155243071428e-10
80,octupole,2,1.0412336047148555e-09,1.9297098664786444e-15
80,other_sextupole,6,2.3193349980144675e-09,3.7112993253427911e-15
80,quadrupole,122,3.0137826652946486e-07,5.3147733041808486e-13
80,rfcavity,4,1.1286364001546309e-08,1.484455056603951e-14
80,sbend,98,1.6115445715167722e-06,2.711539718879352e-12
80,wiggler,3,1.1882405119198126e-08,3.6209263839314232e-14
81,drift,562,3.5590220505495148e-07,3.8180288029562562e-14
81,kicker,82,1.3986389202853375e-07,1.3584517123611612e-14
81,marker,222,5.1639434171009728e-21,-1.8126684768774431e-27
81,normal_sextupole,76,7.1979550393562972e-06,5.0256559070272806e-11
81,octupole,2,2.5668080425726683e-10,4.0802171031421344e-17
81,other_sextupole,6,1.0585036866947123e-09,1.4210432958361243e-16
81,quadrupole,122,1.2519206692893026e-07,1.3051178083465426e-14
81,rfcavity,4,6.8173747237180163e-09,9.0373626550913679e-16
81,sbend,98,7.2473265966718585e-07,2.1482599056216246e-13
81,wiggler,3,1.6971375025091569e-09,-8.8284552864000997e-16
82,drift,562,7.7736536133529755e-07,2.983988487181676e-12
82,kicker,82,4.3947431241308868e-07,2.1768354913911663e-12
82,marker,222,1.7094311506401966e-20,-2.2606732271954571e-26
82,normal_sextupole,76,8.894764690927011e-06,8.1903033875313072e-11
82,octupole,2,2.4505351747447029e-09,9.5496534751757766e-16
82,other_sextupole,6,1.6397811886514086e-09,-1.9935196009867074e-16
82,quadrupole,122,2.8094622127311115e-07,1.2087634831854318e-12
82,rfcavity,4,2.2739445139624e-08,1.0777241572392294e-13
82,sbend,98,1.7419693243322003e-06,6.8510302762214965e-12
82,wiggler,3,4.4388664201221102e-09,2.7932607029210909e-14
83,drift,562,6.7142999709417134e-07,1.0073125360582855e-12
83,kicker,82,2.4619065802687865e-07,4.0931115826510781e-13
83,marker,222,1.1139818411697223e-20,-2.7595728736652729e-26
83,normal_sextupole,76,6.5350671607472751e-06,4.124692751718575e-11
83,octupole,2,3.0785689264506086e-09,5.4199146790692255e-16
83,other_sextupole,6,1.5387325032930932e-09,3.4236720891020143e-15
83,quadrupole,122,2.362254497736471e-07,4.0276790043545517e-13
83,rfcavity,4,7.4258900575912378e-09,1.1439334275407345e-14
83,sbend,98,1.1731687942325905e-06,2.1082106660322445e-12
83,wiggler,3,3.4812556856681569e-09,-1.1505030280211271e-14
84,drift,562,1.4439640344241867e-06,5.6276828210683477e-12
84,kicker,82,4.5615522503630438e-07,2.4852409177259645e-12
84,marker,222,2.547528405469701e-20,2.652975861419136e-25
84,normal_sextupole,76,1.9338684434606152e-05,3.7170007282350789e-10
84,octupole,2,6.8451713284722055e-09,1.3495180399588599e-14
84,other_sextupole,6,3.2913154897123497e-09,6.8317916833670952e-15
84,quadrupole,122,4.581332119516765e-07,1.977751508863917e-12
84,rfcavity,4,1.361784296335545e-08,-3.7570222819501817e-14
84,sbend,98,2.8263616561728587e-06,1.4428898117667702e-11
84,wiggler,3,1.5054881490816656e-08,2.0181752684170729e-14
85,drift,562,1.7432146088204966e-06,9.8262386821947047e-12
85,kicker,82,5.9834457883313269e-07,3.6553076684940306e-12
85,marker,222,4.1516764484289021e-20,3.5412872813894349e-25
85,normal_sextupole,76,2.0334785111172749e-05,4.1098628659820868e-10
85,octupole,2,3.1865492419473857e-09,4.7191501379712053e-15
85,other_sextupole,6,3.7717777867205749e-09,1.9783125725874588e-14
85,quadrupole,122,6.0164419252979062e-07,3.5054448071953465e-12
85,rfcavity,4,4.2565202529023046e-08,2.601487641570791e-13
85,sbend,98,2.8883686772700624e-06,1.484614240250137e-11
85,wiggler,3,2.2136523163444869e-08,1.4057173391635727e-13
86,drift,562,1.3089103698787441e-06,5.3370596930456843e-12
86,kicker,82,4.0813976713288507e-07,1.6281810954648666e-12
86,marker,222,3.6502187155345615e-20,5.7282830873177019e-26
86,normal_sextupole,76,2.0527230850366812e-05,4.1978983315835148e-10
86,octupole,2,6.7273628487013871e-09,3.8682081641061494e-14
86,other_sextupole,6,1.7624339240170661e-09,4.276928980268832e-15
86,quadrupole,122,4.1168125992042095e-07,1.7045600752903265e-12
86,rfcavity,4,1.9207073716196974e-08,6.2398357122000523e-14
86,sbend,98,1.9789111989943078e-06,6.7831565284326367e-12
86,wiggler,3,4.9857257140360607e-09,-2.4919264865588359e-14
87,drift,562,2.3721004296354393e-06,1.1661593835420335e-11
87,kicker,82,7.0310326077656696e-07,3.7685675099853767e-12
87,marker,222,6.2929941475924339e-20,2.8338896839910468e-25
87,normal_sextupole,76,2.5111160679407399e-05,6.0897429901295427e-10
87,octupole,2,1.1054240622218412e-08,4.6583982109447141e-14
87,other_sextupole,6,2.5609260987510306e-09,1.0203436703847079e-14
87,quadrupole,122,7.5539634497015382e-07,3.8492878878551671e-12
87,rfcavity,4,4.3202563129301475e-08,1.9623444372445989e-13
87,sbend,98,3.6698470988053915e-06,1.6149486999319419e-11
87,wiggler,3,2.5052318365231581e-08,6.5875919008664219e-14
88,drift,562,1.270458443309107e-06,-4.2879650432665185e-13
88,kicker,82,4.8501024127631199e-07,1.0407914933663986e-13
88,marker,222,1.7573822995927921e-20,4.6669694349785602e-26
88,normal_sextupole,76,2.1784347672918572e-05,4.484478804254967e-10
88,octupole,2,6.3337566284279775e-09,2.4601767816476467e-15
88,other_sextupole,6,3.9170927160010515e-09,-5.9411071881141544e-15
88,quadrupole,122,4.3971395979214751e-07,-1.1334050210013939e-13
88,rfcavity,4,2.9792901587120096e-08,1.075234399888088e-14
88,sbend,98,2.6096038050961443e-06,-2.275581335772589e-12
88,wiggler,3,1.6606800859202671e-09,2.4750476762676733e-15
89,drift,562,2.4473428088765289e-06,1.3623572924943778e-11
89,kicker,82,8.7635492578142416e-07,4.8740091497449021e-12
89,marker,222,4.1749362409642646e-20,3.0992091450399002e-25
89,normal_sextupole,76,2.0804463134225295e-05,4.1729038594919572e-10
89,octupole,2,9.1955845843973487e-09,5.7817565336572557e-14
89,other_sextupole,6,3.7958685541778941e-09,2.1447072237140243e-14
89,quadrupole,122,8.2423938213615463e-07,4.463417882626125e-12
89,rfcavity,4,6.9742217981337469e-08,4.4247678262401829e-13
89,sbend,98,3.3756556677585798e-06,1.8918116470196514e-11
89,wiggler,3,2.8263981947685341e-08,1.0122211844433476e-13
90,drift,562,7.3466176211550578e-07,3.2336570368224608e-12
90,kicker,82,4.1916803366717934e-07,1.8794070313875495e-12
90,marker,222,2.0202274745092583e-20,-5.7002979213099416e-26
90,normal_sextupole,76,1.04686601714129e-05,1.152746983692004e-10
90,octupole,2,2.589245487977681e-09,1.8535269780423704e-15
90,other_sextupole,6,2.1596617982829461e-09,1.478082100008505e-14
90,quadrupole,122,2.6528977058070157e-07,1.2058072592825309e-12
90,rfcavity,4,1.4008201042445226e-08,6.7166980757899762e-14
90,sbend,98,1.9931902429369355e-06,1.0952476876957485e-11
90,wiggler,3,4.1374512266218079e-09,1.6051410494279856e-14
91,drift,562,8.4278558537096985e-07,4.5793883681208455e-12
91,kicker,82,2.5029381087861971e-07,5.5335866268977556e-13
91,marker,222,3.2206936072288114e-20,3.8873194812704964e-25
91,normal_sextupole,76,1.5626042827926873e-05,2.5178863618258893e-10
91,octupole,2,6.9536296830045495e-09,5.1716070424910391e-14
91,other_sextupole,6,2.7703810791886454e-09,1.2198542796944514e-14
91,quadrupole,122,2.686641953272597e-07,1.1822810810349111e-12
91,rfcavity,4,1.3615659167772044e-08,-1.9524114467105023e-15
91,sbend,98,1.7370503339032764e-06,1.0860616377293415e-11
91,wiggler,3,2.5204529809779111e-09,-1.5259279678783431e-14
92,drift,562,4.4870596830368782e-07,1.2800668224777238e-13
92,kicker,82,1.2105717796107268e-07,1.7167322936243828e-13
92,marker,222,1.130408484387567e-20,3.3688221202439067e-26
92,normal_sextupole,76,8.2867529948682168e-06,6.5258960886250831e-11
92,octupole,2,2.4063550700280085e-09,-2.2603416069987851e-15
92,other_sextupole,6,1.4018129162193759e-09,7.6855793553104478e-16
92,quadrupole,122,1.3911077037993207e-07,6.4538993759779169e-14
92,rfcavity,4,1.5735724415362154e-08,2.7808913034927634e-14
92,sbend,98,1.1369653156135254e-06,-3.5239538468507424e-13
92,wiggler,3,1.2804371657407432e-09,7.9309318524621725e-16
93,drift,562,1.8296596323383534e-06,7.5633011854380348e-12
93,kicker,82,7.598197128287176e-07,2.9404657899936905e-12
93,marker,222,3.8829173361994836e-20,3.7250957178972694e-25
93,normal_sextupole,76,1.9060798227402827e-05,3.5547285917912275e-10
93,octupole,2,6.1129812902524819e-09,2.8261324935030368e-14
93,other_sextupole,6,1.896488193511588e-09,9.138353487882938e-15
93,quadrupole,122,6.7339869873811671e-07,2.6992351178596725e-12
93,rfcavity,4,9.2362341853125953e-09,3.8267348621968364e-14
93,sbend,98,2.2762478268802963e-06,9.8525878986424736e-12
93,wiggler,3,2.9030944071093764e-08,1.5991796167679204e-13
