source_target_index,source_target,observation_index,observation_sextupole,observation_plane,kick_px_response,kick_py_response,bump_x_response_m_per_m,bump_y_response_m_per_m,normal_source_response,skew_source_response,k2_bx_center_x_response,k2_bx_center_y_response,k2_by_center_x_response,k2_by_center_y_response
1,SEX_09AW,34,SEX_42W,x,-8.413946333233216,8.01388604630928e-15,0.0054951741215317745,-1.2773156695585634e-16,2.288593402639435,2.179777004596124e-15,-2.288593402639435,-2.179777004595971e-15,-2.179777004310187e-15,2.2885934026394343
1,SEX_09AW,34,SEX_42W,y,-4.561066476215521e-16,-4.325112938059103,1.2866960723595317e-16,0.29760965658400573,1.2406100815306218e-16,-1.1764307191520762,-1.2406100815298359e-16,1.1764307191520762,1.176430719152076,1.2406100800607907e-16
1,SEX_09AW,35,SEX_43W,x,-4.996426630596167,1.5122733136710374e-15,0.0012061464450423972,-2.5344417738380594e-16,1.3590280435221576,4.113383413185222e-16,-1.3590280435221576,-4.113383413184314e-16,-4.1133834114872534e-16,1.3590280435221573
1,SEX_09AW,35,SEX_43W,y,-4.1783368530418056e-15,-3.1498789465027794,9.418881554909306e-16,0.5798248983582786,1.1365076240273712e-15,-0.856767073448756,-1.136507624027314e-15,0.856767073448756,0.8567670734487559,1.1365076239203267e-15
1,SEX_09AW,36,SEX_44W,x,1.4612062451440941,-6.196887580314238e-15,-0.0019383712443935119,1.737962869460218e-16,-0.3974480986791936,-1.685553421845473e-15,0.3974480986791936,1.6855534218454463e-15,1.6855534217958157e-15,-0.39744809867919356
1,SEX_09AW,36,SEX_44W,y,-1.3161661845654803e-14,3.111583194447352,1.444663306232807e-15,0.44320523029292064,3.579972022018107e-15,0.8463506288896798,-3.5799720220181635e-15,-0.8463506288896798,-0.8463506288896797,3.579972022123849e-15
1,SEX_09AW,37,SEX_45W,x,7.855055785360403,-1.34459766616518e-14,-0.004604997084492783,7.735064543675706e-16,-2.13657517361803,-3.65730565196929e-15,2.13657517361803,3.657305651969147e-15,3.6573056517023455e-15,-2.1365751736180294
1,SEX_09AW,37,SEX_45W,y,-8.77584103856327e-15,3.9888149124162213,8.022569706559042e-16,0.11946317320881844,2.38702876248921e-15,1.0849576561772123,-2.3870287624892824e-15,-1.0849576561772123,-1.084957656177212,2.3870287626247638e-15
1,SEX_09AW,38,SEX_47W,x,1.9204964429848848,1.0952211403829531e-14,0.003909575980645937,1.050301392836866e-16,-0.5223750324918887,2.9790015018416327e-15,0.5223750324918887,-2.9790015018416674e-15,-2.979001501906898e-15,-0.5223750324918885
1,SEX_09AW,38,SEX_47W,y,-9.51371993004156e-15,8.383478620349482,6.862360962545632e-16,-0.17634406002156117,2.5877318209713043e-15,2.280306184735059,-2.5877318209714566e-15,-2.280306184735059,-2.2803061847350587,2.587731821256205e-15
1,SEX_09AW,39,SEX_47E,x,-2.7645786308729283,-1.680744896568882e-14,0.00046562023081480117,-4.129284094460152e-16,0.7519653875974366,-4.5716261186673595e-15,-0.7519653875974366,4.57162611866741e-15,4.571626118761309e-15,0.7519653875974365
1,SEX_09AW,39,SEX_47E,y,-4.157236762902486e-15,-7.059118852474684,-7.83533068737205e-17,-0.00369319508452403,1.1307683995094764e-15,-1.9200803278731142,-1.1307683995093482e-15,1.9200803278731142,1.920080327873114,1.1307683992695816e-15
1,SEX_09AW,40,SEX_45E,x,12.169375053521833,-2.5951828517104393e-14,0.0010746527869218783,1.4209279030455868e-15,-3.310070014557939,-7.0588973566523954e-15,3.310070014557939,7.0588973566521746e-15,7.058897356238835e-15,-3.3100700145579385
1,SEX_09AW,40,SEX_45E,y,-1.5315524946796913e-14,5.075720674267551,-3.3919454085876105e-16,0.015338527777929023,4.165822785528761e-15,1.380596023400774,-4.165822785528853e-15,-1.380596023400774,-1.3805960234007737,4.1658227857012514e-15
1,SEX_09AW,41,SEX_44E,x,4.401202877904118,-2.8563487723936014e-15,0.0006951601705422768,5.509140746195311e-16,-1.1971271827899201,-7.769268660910597e-16,1.1971271827899201,7.769268660909797e-16,7.769268659414907e-16,-1.19712718278992
1,SEX_09AW,41,SEX_44E,y,-3.294400110333007e-14,17.70620869241956,-6.747433212966572e-16,0.039849615346519277,8.96076830010578e-15,4.8160887643381205,-8.960768300106101e-15,-4.8160887643381205,-4.81608876433812,8.960768300707499e-15
1,SEX_09AW,42,SEX_43E,x,-4.4514427970066786,3.1206165740638706e-14,0.0008778257711642727,-4.0766465481027254e-16,1.2107924407858166,8.488077081453728e-15,-1.2107924407858166,-8.488077081453648e-15,-8.48807708130245e-15,1.2107924407858164
1,SEX_09AW,42,SEX_43E,y,-2.6251791368009763e-14,22.351695988368775,-5.508595144772216e-16,0.04223899342247983,7.140487252098656e-15,6.079661308836307,-7.140487252099062e-15,-6.079661308836307,-6.0796613088363065,7.140487252858247e-15
1,SEX_09AW,43,SEX_42E,x,-11.316150787848203,5.722283130301027e-14,0.0012857110527199024,-1.1827105625125036e-15,3.0779930142947114,1.5564610114418795e-14,-3.0779930142947114,-1.556461011441859e-14,-1.556461011403423e-14,3.077993014294711
1,SEX_09AW,43,SEX_42E,y,-1.0273750320252022e-14,11.452767495072711,-1.6346166665885418e-16,0.018472848662592016,2.7944600871085503e-15,3.115152758659778,-2.7944600871087586e-15,-3.115152758659778,-3.1151527586597774,2.7944600874977565e-15
