sample_id,scenario,rho,trial_id,active_rms_rad,global_rms_rad,maximum_abs_kick_rad,converged,newton_iterations,closure_norm,x_rmse_m,x_max_abs_m,y_rmse_m,y_max_abs_m
1617,all,0.20000000000000001,417,1.0000000000000002e-06,1.0000000000000002e-06,3.3717021514409409e-06,true,2,5.4354253256159394e-14,1.7160675824051375e-08,5.4338711551193963e-08,2.9852651716401455e-08,8.0932878046884526e-08
1618,all,0.20000000000000001,418,1.0000000000000002e-06,1.0000000000000002e-06,2.730450907489681e-06,true,3,6.667882474769312e-15,1.8246863845154209e-08,6.8540501526118125e-08,2.2598208951347323e-08,7.2494875960613168e-08
1619,all,0.20000000000000001,419,9.9999999999999995e-07,1.0000000000000002e-06,2.7339127961315074e-06,true,2,8.4459313692914219e-14,1.4859813504824083e-08,4.5138091478089115e-08,1.8575656954773847e-08,5.507378837326445e-08
1620,all,0.20000000000000001,420,9.9999999999999995e-07,1.0000000000000002e-06,2.7509100527524061e-06,true,2,2.6506718675233891e-15,1.0520894871009755e-08,3.7070203233457999e-08,1.8054686021417034e-08,4.3316459764425807e-08
1621,all,0.20000000000000001,421,9.9999999999999995e-07,1.0000000000000002e-06,3.0021203960874328e-06,true,3,6.6195115935396842e-15,3.3158179061571817e-08,9.9154109723179062e-08,4.8504950210007579e-08,1.3217123506074934e-07
1622,all,0.20000000000000001,422,1.0000000000000004e-06,1.0000000000000002e-06,2.2483477820639155e-06,true,3,5.2778726839400427e-14,1.7620996135146428e-08,5.7981646666219189e-08,2.3162128140595085e-08,6.2431691423485455e-08
1623,all,0.20000000000000001,423,1.0000000000000002e-06,1.0000000000000002e-06,2.6097079573908224e-06,true,2,3.1769499532465367e-14,6.8791879738831208e-09,2.3841527619326841e-08,6.4720735838013215e-09,3.1298024591462409e-08
1624,all,0.20000000000000001,424,1.0000000000000002e-06,1.0000000000000002e-06,3.0345228140255235e-06,true,2,9.2432702507847462e-15,1.0639311039329793e-08,2.5684659107905183e-08,9.2641300835805554e-09,3.266346770845524e-08
1625,all,0.20000000000000001,425,1.0000000000000002e-06,1.0000000000000002e-06,2.9535715969113319e-06,true,3,1.0854609492927678e-14,1.5424621032561279e-08,4.0899712838715629e-08,1.1436181877920487e-08,4.0162529664870014e-08
1626,all,0.20000000000000001,426,1.0000000000000002e-06,1.0000000000000002e-06,3.2091241606058868e-06,true,2,7.9563751504475029e-15,1.1324125946297668e-08,3.4922221786234942e-08,2.4015388249805291e-08,5.8763708001830685e-08
1627,all,0.20000000000000001,427,1.0000000000000004e-06,1.0000000000000002e-06,3.4320733832261496e-06,true,2,1.0704589909681381e-14,2.7259252217357869e-08,7.3675875756143427e-08,3.0143318710494971e-08,8.0766550234731603e-08
1628,all,0.20000000000000001,428,1.0000000000000002e-06,1.0000000000000002e-06,2.7362086521391338e-06,true,2,5.7293987137144765e-14,4.4403273634223213e-08,1.3121896420484336e-07,2.2880812946964102e-08,1.0443840412011963e-07
1629,all,0.20000000000000001,429,1.0000000000000002e-06,1.0000000000000002e-06,2.4229645126836326e-06,true,3,2.3553109840246802e-15,2.5447897642294824e-08,7.3857131462767844e-08,1.3293731536665863e-08,4.6837867376329492e-08
1630,all,0.20000000000000001,430,1.0000000000000002e-06,1.0000000000000002e-06,2.7185682679345644e-06,true,2,2.1053633235280556e-14,2.2695742823300842e-08,8.8491970534274045e-08,3.3030638352602091e-08,1.0137378508359165e-07
1631,all,0.20000000000000001,431,9.9999999999999995e-07,1.0000000000000002e-06,3.0453630486773073e-06,true,3,9.092967884491777e-14,4.4198868195596519e-08,1.53823400638603e-07,3.2276767934749264e-08,9.0021504106771108e-08
1632,all,0.20000000000000001,432,1.0000000000000002e-06,1.0000000000000002e-06,2.4795714426723149e-06,true,2,1.9898195295010662e-14,5.8434280517125574e-08,1.8889297047006148e-07,3.5803441954912074e-08,1.0559004467010575e-07
1633,all,0.20000000000000001,433,1.0000000000000002e-06,1.0000000000000002e-06,3.105824167507917e-06,true,5,2.4129694031544274e-14,1.966025836230773e-08,6.6991342580896562e-08,2.6647024874149838e-08,8.5090351555362743e-08
1634,all,0.20000000000000001,434,1.0000000000000004e-06,1.0000000000000002e-06,2.9317454405020041e-06,true,6,9.9440540426531734e-14,1.9092564675670785e-08,5.7418186528296333e-08,1.6950501167170456e-08,5.8278230257835083e-08
1635,all,0.20000000000000001,435,1.0000000000000002e-06,1.0000000000000002e-06,3.4050740350632164e-06,true,2,6.8924834667307574e-14,2.5052629617899848e-08,8.8297429716790998e-08,2.8587256896620425e-08,1.1680536678155002e-07
1636,all,0.20000000000000001,436,1.0000000000000002e-06,1.0000000000000002e-06,2.5684816706418772e-06,true,9,1.2591507048526496e-14,2.5628732066924998e-08,7.7699541960185581e-08,2.4234364889129059e-08,5.6303267590518218e-08
1637,all,0.20000000000000001,437,9.9999999999999995e-07,1.0000000000000002e-06,4.0379149052091783e-06,true,4,3.22510695534016e-14,2.0092944114812396e-08,8.3851249688474128e-08,2.2548019179508871e-08,8.3734033766955129e-08
1638,all,0.20000000000000001,438,1.0000000000000004e-06,1.0000000000000002e-06,2.9812114880507979e-06,true,4,6.1531974120688715e-14,2.9872180375034335e-08,9.6834897667270881e-08,3.4076107413722739e-08,1.1113061719239261e-07
1639,all,0.20000000000000001,439,1.0000000000000004e-06,1.0000000000000002e-06,3.4281681510229561e-06,true,3,1.4896780744163145e-15,1.1388182144958096e-08,2.8833649890445956e-08,1.1744530346919034e-08,3.1432502073800903e-08
1640,all,0.20000000000000001,440,1.0000000000000002e-06,1.0000000000000002e-06,2.4941908574533714e-06,true,3,1.8879059412089687e-14,1.7798109026746392e-08,7.0534396557839218e-08,1.7939334388725085e-08,4.2216651740083753e-08
1641,all,0.20000000000000001,441,1.0000000000000002e-06,1.0000000000000002e-06,2.8026849848228269e-06,true,3,8.8474219363577072e-14,3.0989193879402158e-08,1.0638315214861471e-07,2.6756400252247179e-08,1.2455465432976314e-07
1642,all,0.20000000000000001,442,1.0000000000000002e-06,1.0000000000000002e-06,2.6362214172486236e-06,true,2,4.8347325933775994e-15,2.9883688809839093e-08,7.6587043255915699e-08,2.1930219606591636e-08,7.0448567925118256e-08
1643,all,0.20000000000000001,443,9.9999999999999995e-07,9.9999999999999995e-07,2.7949019757196614e-06,true,4,2.4920597703503952e-14,4.5866796620125868e-08,1.1606746958513214e-07,3.2149569993422553e-08,8.5686284307415032e-08
1644,all,0.20000000000000001,444,9.9999999999999974e-07,9.9999999999999995e-07,2.3271948192548492e-06,true,2,4.3749065338946856e-14,3.2346732212720538e-08,1.2020503106086045e-07,3.7521290113063257e-08,1.417028687437073e-07
1645,all,0.20000000000000001,445,1.0000000000000002e-06,1.0000000000000002e-06,2.7359241178182415e-06,true,2,6.5221513958023592e-14,2.1962877243308173e-08,9.5094779989715605e-08,3.6204370874293978e-08,8.7211321436974211e-08
1646,all,0.20000000000000001,446,1.0000000000000004e-06,1.0000000000000002e-06,3.2499897852310383e-06,true,3,9.9565296224154877e-14,1.612875853720784e-08,3.9676181538134125e-08,1.6929141964540717e-08,5.9717218138782141e-08
1647,all,0.20000000000000001,447,1.0000000000000002e-06,1.0000000000000002e-06,2.5379153237025567e-06,true,2,1.0320599624577641e-14,1.8701391849976157e-08,5.6709516433467444e-08,1.6923526174640053e-08,4.3163176982371134e-08
1648,all,0.20000000000000001,448,1.0000000000000004e-06,1.0000000000000004e-06,2.9073134245633338e-06,true,3,5.2019384184662246e-14,2.4183658627037808e-08,7.8708276675734656e-08,3.1482265929083922e-08,6.9927754641667741e-08
1649,all,0.20000000000000001,449,1.0000000000000006e-06,1.0000000000000004e-06,2.8936814185101299e-06,true,2,7.6555824068089019e-14,7.2946371236818454e-09,3.0122211114314013e-08,8.6739915160997167e-09,3.0052033060566982e-08
1650,all,0.20000000000000001,450,1.0000000000000006e-06,1.0000000000000002e-06,2.8036219351856948e-06,true,3,1.7576325120173185e-14,4.4175853747808987e-08,1.5993471018990041e-07,1.8725648063347571e-08,4.5811045135243835e-08
1651,all,0.20000000000000001,451,9.9999999999999995e-07,1.0000000000000002e-06,2.520753467668555e-06,true,3,2.5498667034068664e-14,3.1182038376653085e-08,1.001058780956271e-07,3.7931720035686182e-08,1.1448742236359888e-07
1652,all,0.20000000000000001,452,1.0000000000000004e-06,1.0000000000000002e-06,2.88009696684953e-06,true,6,9.0987773041639688e-15,2.8237059476463678e-08,8.2385026887316082e-08,3.0943574605039385e-08,8.0339243544889569e-08
1653,all,0.20000000000000001,453,1.0000000000000002e-06,1.0000000000000002e-06,2.8059437691037026e-06,true,5,1.1366806363333757e-14,2.3562210815213516e-08,9.3629022692928721e-08,2.1321931488421285e-08,4.8699704327393313e-08
1654,all,0.20000000000000001,454,1.0000000000000002e-06,1.0000000000000002e-06,2.5565918974692922e-06,true,2,2.755232017581341e-14,1.8106615537021507e-08,5.4796747896157516e-08,2.5117276259885598e-08,8.3082680711173899e-08
1655,all,0.20000000000000001,455,9.9999999999999995e-07,9.9999999999999995e-07,2.5730504199804595e-06,true,2,2.6857544072782524e-14,9.2531569988904636e-09,3.7274178223134502e-08,1.169585299409223e-08,3.2478653774563847e-08
1656,all,0.20000000000000001,456,1.0000000000000002e-06,1.0000000000000002e-06,2.567599428049104e-06,true,2,1.8193248261889781e-14,2.7133708036761345e-08,8.3593683329608037e-08,2.45662822262968e-08,9.2409943536553361e-08
1657,all,0.20000000000000001,457,1.0000000000000002e-06,1.0000000000000002e-06,2.6732988223546371e-06,true,2,2.1536260636355778e-14,2.8200471020735696e-08,8.8449159050749127e-08,1.96527626814134e-08,6.0118394142763257e-08
1658,all,0.20000000000000001,458,1.0000000000000002e-06,1.0000000000000002e-06,2.7247193636586896e-06,true,5,6.0330263958768421e-14,1.3231615347457564e-08,5.6591221557836247e-08,1.259580130278125e-08,3.0186927247353795e-08
1659,all,0.20000000000000001,459,1.0000000000000002e-06,1.0000000000000002e-06,2.6395302905387564e-06,true,2,1.5036920338339543e-14,2.2246873985439431e-08,8.1017280727929686e-08,1.9065444124796711e-08,6.1349635468036846e-08
1660,all,0.20000000000000001,460,1.0000000000000004e-06,1.0000000000000002e-06,2.8763185595151218e-06,true,2,2.9616633273541234e-14,1.4423886320208864e-08,4.3194657958073313e-08,2.1731981286956736e-08,8.7197573440248098e-08
1661,all,0.20000000000000001,461,1.0000000000000002e-06,1.0000000000000002e-06,2.094215233371337e-06,true,2,3.5700693074555815e-14,3.1013808121200542e-08,1.0206744550760039e-07,3.7828571573871194e-08,8.6792010004514881e-08
1662,all,0.20000000000000001,462,1.0000000000000002e-06,1.0000000000000002e-06,2.7300206009507355e-06,true,3,8.9106444514526329e-14,2.8286560337274036e-08,7.9254196520654741e-08,2.8877112250745744e-08,7.2829137667041507e-08
1663,all,0.20000000000000001,463,9.9999999999999995e-07,1.0000000000000002e-06,2.4493027975051974e-06,true,6,1.2317208431973795e-14,2.9310331203113364e-08,9.2559649276721667e-08,2.9871067551343587e-08,8.0175330315437367e-08
1664,all,0.20000000000000001,464,1.0000000000000002e-06,1.0000000000000002e-06,2.8082723235655837e-06,true,2,1.4641988640857883e-14,2.3382291733723398e-08,6.1431173525687555e-08,1.7744919496627257e-08,5.6415616028898121e-08
1665,all,0.20000000000000001,465,1.0000000000000004e-06,1.0000000000000002e-06,2.5494590416814154e-06,true,2,7.33275783011117e-14,2.0729899965384161e-08,6.0252297887086748e-08,2.3928548235934377e-08,6.8227583826906005e-08
1666,all,0.20000000000000001,466,1.0000000000000002e-06,1.0000000000000002e-06,2.598066052074388e-06,true,3,2.8321298087278854e-14,8.7134032550707548e-09,2.4987123118866417e-08,1.4312152975870874e-08,4.5077950505774866e-08
1667,all,0.20000000000000001,467,1.0000000000000002e-06,1.0000000000000002e-06,3.0639934973594865e-06,true,2,1.4342021127945096e-14,1.5353488798327893e-08,3.250403725167661e-08,1.7312506295565188e-08,4.8674729501393716e-08
1668,all,0.20000000000000001,468,9.9999999999999995e-07,1.0000000000000002e-06,2.6014529237279427e-06,true,5,8.0617192768459753e-14,1.2081189767423417e-08,3.1588815216365695e-08,2.1142945568637552e-08,5.2235575583731153e-08
1669,all,0.20000000000000001,469,9.9999999999999995e-07,1.0000000000000002e-06,2.8141925489731754e-06,true,2,9.9215474693293666e-15,1.7914964960097321e-08,4.8190538720974119e-08,1.1869659531523241e-08,4.5603035007080067e-08
1670,all,0.20000000000000001,470,9.9999999999999995e-07,1.0000000000000002e-06,2.7156903000671821e-06,true,2,7.7811214159410394e-14,1.9841624034956261e-08,5.9796663037792186e-08,1.2705810426910485e-08,3.2951735638801207e-08
1671,all,0.20000000000000001,471,1.0000000000000002e-06,1.0000000000000002e-06,2.6194003141089593e-06,true,5,7.089331577540967e-14,3.0420114071086499e-08,1.1295668990267405e-07,3.324899336527113e-08,1.0467864367384749e-07
1672,all,0.20000000000000001,472,1.0000000000000006e-06,1.0000000000000004e-06,2.6123878459275934e-06,true,2,7.7324178330250103e-14,6.8282353853752157e-09,2.2141969070743617e-08,1.258174897971758e-08,3.0236504821543617e-08
1673,all,0.20000000000000001,473,1.0000000000000002e-06,1.0000000000000002e-06,3.4165105776180634e-06,true,2,4.9965613009291731e-15,1.9786268096919193e-08,6.6047930829399304e-08,2.0712006505438181e-08,6.830914601099595e-08
1674,all,0.20000000000000001,474,1.0000000000000002e-06,1.0000000000000002e-06,3.0491327749836101e-06,true,3,4.6443458225042621e-14,1.7044292999285823e-08,4.876699379388616e-08,1.49070090570052e-08,4.136698325607195e-08
1675,all,0.20000000000000001,475,1.0000000000000004e-06,1.0000000000000002e-06,2.664797806207796e-06,true,2,8.0398400001876872e-14,3.9708579203471267e-08,1.3988524236695221e-07,2.3093162268047281e-08,4.9515318986280074e-08
1676,all,0.20000000000000001,476,1.0000000000000002e-06,1.0000000000000002e-06,2.6540344752707436e-06,true,2,2.4415974990011359e-14,1.3567416535629144e-08,3.8208131674169477e-08,1.250830076171654e-08,3.868907674904555e-08
1677,all,0.20000000000000001,477,1.0000000000000004e-06,1.0000000000000002e-06,3.6619134116696792e-06,true,2,8.9684516691480328e-14,3.1173688050330153e-08,1.0297291718613932e-07,2.292146351329145e-08,5.5661575664129952e-08
1678,all,0.20000000000000001,478,1.0000000000000004e-06,1.0000000000000002e-06,2.7347914808804133e-06,true,3,5.7479153086024606e-14,1.9298186451089466e-08,4.1447686349033175e-08,2.864057417246574e-08,6.4345179586272212e-08
1679,all,0.20000000000000001,479,1.0000000000000002e-06,1.0000000000000002e-06,2.5072307170334526e-06,true,2,5.7197265146304256e-14,7.603003950327958e-09,1.6925930707359371e-08,6.9964753381239409e-09,2.1539435048959068e-08
1680,all,0.20000000000000001,480,1.0000000000000002e-06,1.0000000000000002e-06,2.6226077028138245e-06,true,4,5.5199705011006367e-14,4.3414996283814563e-08,1.7560084453194236e-07,2.7452715709455261e-08,6.8697582435595789e-08
1681,all,0.20000000000000001,481,1.0000000000000002e-06,9.9999999999999995e-07,2.6905625352100166e-06,true,3,6.8525670204353934e-14,1.6819258149745167e-08,5.5207284233721454e-08,3.3266784876995375e-08,1.0640036613189172e-07
1682,all,0.20000000000000001,482,1.0000000000000004e-06,1.0000000000000004e-06,3.1663307800782924e-06,true,2,2.9101624177802042e-14,2.2308132737148848e-08,7.7093220885240954e-08,2.8233744089239773e-08,7.6971164096180877e-08
1683,all,0.20000000000000001,483,1.0000000000000002e-06,1.0000000000000002e-06,3.0126819903474136e-06,true,2,2.0764759260191942e-14,3.126991712476093e-08,8.9089644855766537e-08,2.5494620497699787e-08,1.1115472559655162e-07
1684,all,0.20000000000000001,484,9.9999999999999995e-07,1.0000000000000002e-06,2.844936823292552e-06,true,4,9.7477699937860028e-14,2.3381300753547703e-08,6.9175964189510664e-08,1.499166901307308e-08,4.6692423706194296e-08
1685,all,0.20000000000000001,485,9.9999999999999995e-07,1.0000000000000002e-06,2.6400259243185582e-06,true,2,6.6726112411994021e-14,3.7462395635618684e-08,1.1353338011128172e-07,1.2126069924526792e-08,3.7095579189778776e-08
1686,all,0.20000000000000001,486,9.9999999999999995e-07,1.0000000000000002e-06,2.2482399096380443e-06,true,7,2.9955011034373612e-14,4.578395167920746e-08,1.6762578339442336e-07,1.3364714490313003e-08,3.8145271221347185e-08
1687,all,0.20000000000000001,487,1.0000000000000002e-06,1.0000000000000002e-06,3.1228243247193695e-06,true,2,6.5840590184415606e-14,3.8243181962144164e-08,1.4011386911989832e-07,1.8224003434224505e-08,5.5504960330628227e-08
1688,all,0.20000000000000001,488,9.9999999999999995e-07,9.9999999999999995e-07,3.2595096738178405e-06,true,2,6.2695094778776436e-14,4.7500234584807234e-08,1.5258910187991581e-07,3.5891853487090509e-08,1.0997591738367077e-07
1689,all,0.20000000000000001,489,1.0000000000000002e-06,1.0000000000000002e-06,2.8494343579312634e-06,true,3,6.904716689685523e-14,3.0976614036812313e-08,1.0527987474862055e-07,2.8890908996591001e-08,8.5416112839426656e-08
1690,all,0.20000000000000001,490,1.0000000000000006e-06,1.0000000000000004e-06,3.0168908161149708e-06,true,4,9.3097352412617899e-14,2.2704503205467063e-08,8.0830338412135605e-08,1.8634937832689798e-08,7.3859528428965419e-08
1691,all,0.20000000000000001,491,9.9999999999999995e-07,1.0000000000000002e-06,2.8723776346765843e-06,true,2,2.9271451153853784e-14,1.2041832837151822e-08,4.2685071493034354e-08,1.7121163303303755e-08,4.7654758816929378e-08
1692,all,0.20000000000000001,492,1.0000000000000002e-06,1.0000000000000002e-06,2.7251597279403581e-06,true,3,6.6067206592486315e-14,1.3925484944713956e-08,4.1124364080769027e-08,1.1106028279834046e-08,3.4027377317989412e-08
1693,all,0.20000000000000001,493,1.0000000000000004e-06,1.0000000000000002e-06,2.8524069999500034e-06,true,6,2.5282181898690619e-14,1.8728210424205245e-08,5.5727018542697099e-08,2.9156861021416559e-08,6.7966936466643522e-08
1694,all,0.20000000000000001,494,1.0000000000000002e-06,1.0000000000000002e-06,3.0574156817280263e-06,true,5,8.2255552058840176e-14,1.9354435636957274e-08,5.0832585567900379e-08,2.9996633270867041e-08,1.0392768650112314e-07
1695,all,0.20000000000000001,495,1.0000000000000002e-06,1.0000000000000002e-06,3.8619139015745744e-06,true,2,6.0576159948200808e-14,1.8676081505914562e-08,4.5103521638042987e-08,1.9497902979792142e-08,5.844830488220857e-08
1696,all,0.20000000000000001,496,1.0000000000000002e-06,1.0000000000000002e-06,2.8344167393353833e-06,true,3,1.2133058315616729e-14,7.5162715594395439e-08,2.8542920661907278e-07,2.4622148933537399e-08,6.8819711081916676e-08
1697,all,0.20000000000000001,497,1.0000000000000002e-06,1.0000000000000004e-06,3.1985270519981029e-06,true,7,5.0926379657739973e-14,3.9410698900563488e-08,1.0557663903711101e-07,2.0244897682278111e-08,7.1597585028824009e-08
1698,all,0.20000000000000001,498,1.0000000000000002e-06,1.0000000000000002e-06,2.6782196702898615e-06,true,7,3.1443181451769228e-14,2.0685599638033088e-08,6.7359923623319662e-08,3.2328243410238112e-08,6.6948938200555815e-08
1699,all,0.20000000000000001,499,9.9999999999999995e-07,1.0000000000000002e-06,3.0770386809628648e-06,true,2,7.5550034704670549e-14,2.355200974874207e-08,8.3196842888023925e-08,1.4373232975807193e-08,3.6086061992511391e-08
1700,all,0.20000000000000001,500,1.0000000000000002e-06,1.0000000000000002e-06,2.7313065247497533e-06,true,3,7.4664584831079673e-15,1.7199743835764556e-08,7.336526281279121e-08,2.951628016298934e-08,8.8331960462566771e-08
1701,all,0.20000000000000001,501,9.9999999999999995e-07,1.0000000000000002e-06,3.6064638082768317e-06,true,2,2.4291652947588421e-14,2.1646365316342779e-08,5.1192536962112178e-08,1.3813065573311301e-08,4.2450784646941105e-08
1702,all,0.20000000000000001,502,1.0000000000000002e-06,1.0000000000000002e-06,2.5363740384926395e-06,true,3,1.4758678951438218e-14,1.1725971726687253e-08,3.5599571143393738e-08,9.0069100476615251e-09,3.3731534707055278e-08
1703,all,0.20000000000000001,503,9.9999999999999995e-07,1.0000000000000002e-06,3.3937144708356395e-06,true,3,3.2714098340792847e-14,1.9354720299705804e-08,7.5933926009866259e-08,1.5403421850425868e-08,4.1091501242328395e-08
1704,all,0.20000000000000001,504,1.0000000000000002e-06,1.0000000000000002e-06,3.2128109917583212e-06,true,2,3.7444720679554948e-14,2.039176097058847e-08,5.2861841956693134e-08,1.502613832257785e-08,5.6548894803480973e-08
1705,all,0.20000000000000001,505,1.0000000000000004e-06,1.0000000000000004e-06,3.557298793221998e-06,true,2,1.5641045920430009e-14,1.8311967021666532e-08,6.8464518243951944e-08,2.7199340330603448e-08,8.5958523637953981e-08
1706,all,0.20000000000000001,506,1.0000000000000002e-06,9.9999999999999995e-07,2.9287791501830542e-06,true,2,1.7325977852984422e-14,1.4190236783862209e-08,4.5582110742153903e-08,2.9440043924706561e-08,7.6504382631625736e-08
1707,all,0.20000000000000001,507,1.0000000000000002e-06,1.0000000000000002e-06,2.6349010837554248e-06,true,8,1.2289111405137145e-14,3.5161859803254068e-08,1.1985957778116313e-07,2.8748433747735992e-08,7.0271155152453716e-08
1708,all,0.20000000000000001,508,1.0000000000000002e-06,1.0000000000000002e-06,2.4379071391089244e-06,true,3,3.9448071151971219e-14,1.6283815628351291e-08,5.8419679215687692e-08,1.7040236623879571e-08,4.2750138868675493e-08
1709,all,0.20000000000000001,509,9.9999999999999974e-07,9.9999999999999995e-07,2.7172071831234236e-06,true,3,1.3577839375926994e-14,3.0666361827751365e-08,7.5052742166958897e-08,2.3985614485580821e-08,6.2563345832643085e-08
1710,all,0.20000000000000001,510,1.0000000000000002e-06,1.0000000000000004e-06,3.7738292373617778e-06,true,2,1.6850465577142875e-14,2.1029351704017154e-08,4.7393237076996664e-08,2.8431918662377108e-08,8.1742787902306811e-08
1711,all,0.20000000000000001,511,1.0000000000000002e-06,1.0000000000000002e-06,3.6119903849915628e-06,true,3,4.6627455051297999e-14,8.4682679974308874e-09,2.2090590979725877e-08,8.3374855132332616e-09,2.0760455877728672e-08
1712,all,0.20000000000000001,512,1.0000000000000002e-06,1.0000000000000002e-06,2.4418742158571021e-06,true,3,8.7679641504512982e-14,1.5675870217401388e-08,6.1316885607148874e-08,1.5508744706933603e-08,4.953156659709434e-08
1713,all,0.20000000000000001,513,9.9999999999999974e-07,1.0000000000000002e-06,2.8018676198540093e-06,true,2,3.3293366876629218e-14,2.0591455099313556e-08,7.0969063077630512e-08,1.598242802412655e-08,4.0226555000799527e-08
1714,all,0.20000000000000001,514,1.0000000000000002e-06,1.0000000000000002e-06,3.0238215341820237e-06,true,3,3.1747130592384598e-14,1.9067790127872638e-08,5.8089421021631504e-08,1.4832993847608485e-08,5.8647016147397326e-08
1715,all,0.20000000000000001,515,1.0000000000000004e-06,9.9999999999999995e-07,3.137084976670403e-06,true,3,1.9252318400480848e-14,2.2996093242741606e-08,1.1044622950928673e-07,1.6223077876499745e-08,5.9161417579329362e-08
1716,all,0.20000000000000001,516,1.0000000000000004e-06,1.0000000000000002e-06,2.988265309068808e-06,true,4,7.7122442486386459e-14,1.2897760373093206e-08,3.1558714011850619e-08,9.5350416727329117e-09,2.9505067190716406e-08
1717,all,0.20000000000000001,517,1.0000000000000004e-06,1.0000000000000002e-06,2.8143787637656787e-06,true,2,2.4465003087619301e-14,2.88169717451923e-08,7.9769719957094309e-08,2.0181826886643552e-08,6.1409638907089677e-08
1718,all,0.20000000000000001,518,9.9999999999999995e-07,1.0000000000000002e-06,2.5283249649271927e-06,true,2,4.9766177237875029e-14,3.42535018141226e-08,8.6487550098220123e-08,3.7715724537047863e-08,8.5089419764490526e-08
1719,all,0.20000000000000001,519,1.0000000000000002e-06,9.9999999999999995e-07,2.5961519015302771e-06,true,2,4.4473325311768457e-14,2.7739598941481783e-08,6.2075872695604994e-08,1.8687356135382396e-08,6.6927081028220203e-08
1720,all,0.20000000000000001,520,9.9999999999999995e-07,1.0000000000000002e-06,2.9065212716583261e-06,true,2,7.7926667114178758e-14,1.3671816047408723e-08,3.4107637693348014e-08,1.932430644088767e-08,5.8285269358677549e-08
1721,all,0.20000000000000001,521,9.9999999999999995e-07,9.9999999999999995e-07,2.6220039491550632e-06,true,2,2.1714872686934756e-14,2.7339368462378718e-08,8.515549752147189e-08,2.7768401847158493e-08,8.4489469067907072e-08
1722,all,0.20000000000000001,522,9.9999999999999995e-07,9.9999999999999995e-07,2.5276392335015444e-06,true,7,2.0158256350414924e-14,7.1257009324837642e-09,2.4494540978858836e-08,1.8626863973119424e-08,4.9265363557821519e-08
1723,all,0.20000000000000001,523,1.0000000000000002e-06,9.9999999999999995e-07,2.3807189536897245e-06,true,2,3.8071019601394834e-14,5.330692005122757e-08,1.5866203512647503e-07,2.6224933398820398e-08,9.2582908668177718e-08
1724,all,0.20000000000000001,524,1.0000000000000002e-06,1.0000000000000002e-06,3.040359951353584e-06,true,3,3.8203566917036949e-14,1.7252678792251712e-08,6.8938241410548828e-08,1.8058200936919507e-08,4.7378707419734167e-08
1725,all,0.20000000000000001,525,1.0000000000000002e-06,1.0000000000000002e-06,2.8572728593244247e-06,true,2,7.3204158616443038e-14,2.302905622350642e-08,6.3134656270308342e-08,1.7180574577575147e-08,5.6641891862051728e-08
1726,all,0.20000000000000001,526,1.0000000000000006e-06,1.0000000000000002e-06,2.5364767183180636e-06,true,2,9.9643298181225418e-15,2.72851321510102e-08,6.6535820701998927e-08,8.5856326175322538e-09,3.6650587957487327e-08
1727,all,0.20000000000000001,527,9.9999999999999995e-07,9.9999999999999995e-07,2.5640213691757312e-06,true,3,3.2299297465669255e-14,4.0628650877192389e-08,1.405807740911813e-07,2.6943024592578178e-08,6.0302994892708073e-08
1728,all,0.20000000000000001,528,1.0000000000000002e-06,1.0000000000000004e-06,3.280599374350047e-06,true,2,6.5069313459755719e-14,1.6044640267351967e-08,4.1068261735777156e-08,1.9017086022162228e-08,5.4030670567982505e-08
1729,all,0.20000000000000001,529,1.0000000000000002e-06,1.0000000000000002e-06,2.6569132799494485e-06,true,2,4.7346404788697499e-15,1.3513270935127717e-08,3.7257884336755476e-08,1.7303940051454536e-08,4.1636215305758064e-08
1730,all,0.20000000000000001,530,1.0000000000000004e-06,1.0000000000000002e-06,2.8392954412970451e-06,true,2,8.0982913388508668e-14,1.752052866329692e-08,6.5598709431471947e-08,1.3364369146566197e-08,3.9795840153574878e-08
1731,all,0.20000000000000001,531,1.0000000000000004e-06,1.0000000000000002e-06,2.5297677059583856e-06,true,2,3.5543998279677311e-14,3.0716268789585784e-08,8.4028704206567939e-08,3.0069859896416611e-08,7.2364195602859783e-08
1732,all,0.20000000000000001,532,9.9999999999999974e-07,9.9999999999999995e-07,2.4312281086977125e-06,true,5,5.5510547515613901e-15,2.8483623602020069e-08,8.8721304299793635e-08,3.1767451185415384e-08,9.7652088521678045e-08
1733,all,0.20000000000000001,533,1.0000000000000002e-06,9.9999999999999995e-07,2.8049906909782834e-06,true,2,2.6750818939866087e-14,1.7775969803808154e-08,4.3145082454648653e-08,2.4865988308014213e-08,5.2827148287463879e-08
1734,all,0.20000000000000001,534,1.0000000000000002e-06,1.0000000000000002e-06,2.3805236985187578e-06,true,2,1.0339490527442139e-14,1.0294279456471694e-08,3.1178710441573387e-08,1.295274852753786e-08,3.2663214569532872e-08
1735,all,0.20000000000000001,535,9.9999999999999995e-07,1.0000000000000002e-06,2.8697223473652966e-06,true,2,4.5247603958414369e-14,1.3246627388934844e-08,3.4552038254836992e-08,1.6337535084698859e-08,4.3628140055177318e-08
1736,all,0.20000000000000001,536,1.0000000000000002e-06,9.9999999999999995e-07,2.8236433339723641e-06,true,2,2.1332983901491283e-14,2.4393361112942531e-08,7.8250335704133089e-08,3.5045304932401604e-08,7.7334972113651812e-08
