trial,element_order,element_index,element_name,s_m,k2l_m2,projection_numerator,contribution_norm_m
30,63,688,sex_21e,618.48397463697268,-0.23266553600000003,-1.2809628691795218e-13,1.0089732424358679e-07
30,64,696,sex_20e,626.6882166369727,0.033397248000000004,-4.4859740292190394e-14,7.230751253801376e-08
30,65,704,sex_19e,634.89685863697275,-0.21855716800000005,-1.2115220422616858e-15,2.4252400718061629e-08
30,66,710,sex_18e,641.55715863697276,0.078795680000000007,1.5646108770369198e-13,3.0496279284494725e-07
30,67,718,sex_17e,649.75740063697276,-0.12589873600000001,-6.6599653133370524e-14,6.8101896856135577e-08
30,68,726,sex_16e,657.96494263697286,0.11064116800000003,2.5541229167561186e-12,2.0227749187116692e-06
30,69,734,sex_15e,666.170984636973,-0.34512176,-5.0839840196259516e-15,6.3140088737825037e-09
30,70,742,sex_14e,676.29422663697301,-0.003429376,7.2868799340096567e-15,1.5589100958387846e-08
30,71,750,sex_13e,684.4977186369731,0.32600287999999999,-3.6086170916841423e-13,4.3471615649825712e-07
30,72,758,sex_12e,693.16336063697315,0.123680304,-6.577684979078005e-13,6.6706320248676798e-07
30,73,766,sex_11e,701.36620363697318,-0.19755985600000003,-9.9230186363967107e-14,1.74951344451843e-07
30,74,774,sex_10e,709.57139563697331,-0.052495728000000005,2.4984732621008154e-15,1.1607291330018242e-08
30,75,780,sex_09e,716.08206563697331,-0.24212868800000004,1.1595755844671632e-13,2.5667636512330607e-07
30,76,796,sex_08e,725.51569563697319,0.043414736000000002,1.7614314371906503e-13,2.4164573556177315e-07
31,1,72,sex_08w,42.907498779194889,0.043392432000000002,7.0512464798096553e-14,2.0451839146143228e-08
31,2,84,sex_09w,52.349828779194887,-0.24198398400000001,-2.9306917842353108e-13,1.6163077985296021e-07
31,3,92,sex_10w,58.855398779194886,-0.052531632000000002,8.8469982794869669e-14,1.8812649415167408e-07
31,4,102,sex_11w,67.328070779194888,-0.19752585600000003,7.7424851998904834e-15,3.8422352304360911e-09
31,5,108,sex_12w,75.264033779194889,0.12366072000000002,4.0668152112927311e-13,1.0426423242072072e-07
31,6,116,sex_13w,83.932825779194886,0.32583968000000002,8.4768696819075688e-14,3.4955900542918235e-08
31,7,124,sex_14w,92.133917779194888,-0.0034363392000000001,-7.7229388617052304e-15,2.2677081100506797e-08
31,8,132,sex_15w,102.25810977919488,-0.34508368000000006,-2.592459798524357e-12,5.9725854179353407e-07
31,9,140,sex_16w,110.46430177919488,0.11048177600000003,7.2721830049553888e-13,1.7860248408522351e-07
31,10,150,sex_17w,118.66539277919489,-0.125842432,-2.8506364153393804e-13,1.0014549335849193e-07
31,11,158,sex_18w,126.86413477919488,0.078568559999999996,-5.7829728440936255e-13,5.1939111910705684e-07
31,12,164,sex_19w,133.52943477919487,-0.21847203200000001,-3.2842103150158076e-13,3.7431944297979559e-07
31,13,172,sex_20w,141.73732677919489,0.033388272000000004,1.6837093380737381e-12,6.1164500206142659e-07
31,14,180,sex_21w,149.93926877919489,-0.23265928000000002,-1.5608755688175081e-12,3.4229784661912625e-07
31,15,188,sex_22w,158.14596077919489,0.26101228800000004,2.4916269482137732e-12,5.060059706234971e-07
31,16,196,sex_23w,166.3497027791949,-0.52340416000000001,2.9429176063079133e-12,1.2877314192057626e-06
31,17,206,sex_24w,176.55229577919491,0.13662179200000002,-2.6601973781516926e-12,1.9290912475061903e-06
31,18,214,sex_25w,184.75808777919491,-0.39794144000000004,2.1825544103701767e-12,5.5406704356832565e-07
31,19,222,sex_26w,192.96452977919492,0.23971496000000006,-9.3931956623249256e-12,1.7337575624032193e-06
31,20,232,sex_27w,201.39422177919491,-0.40337600000000007,-1.2473986821400834e-11,2.6028741501152923e-06
31,21,240,sex_28w,209.59741377919488,0.14284324800000006,-1.6382379967829427e-15,1.6723077752695276e-09
31,22,250,sex_29w,218.02560577919488,-0.14515660800000002,4.9110295146917282e-13,4.6742275653200904e-07
31,23,260,sex_30w,227.30979777919487,0.28505872000000004,9.9928798112952619e-13,2.2699912941150306e-07
31,24,268,sex_31w,235.74123977919484,-0.50427440000000001,4.2522324093135312e-11,6.4720279200745911e-06
31,25,276,sex_32w,243.94043177919482,0.30627744000000001,-9.2766036639410597e-12,1.9147751207701349e-06
31,26,284,sex_33w,252.37312377919483,-0.49414784,5.8885000834830258e-12,3.1835123489392659e-06
31,27,292,sex_34w,258.31562377919482,0.17423313600000001,-2.8992013921899768e-14,1.6427686385285549e-07
31,28,298,sex_35w,266.24257577919485,-0.16527236800000006,1.8552635892433925e-13,6.5092859273275067e-08
31,29,310,sex_36w,277.21423877919489,0.16991948800000006,8.1598499310148765e-13,1.2628127009476217e-07
31,30,318,sex_37w,285.22943077919496,-0.037644799999999999,-3.1214438106182484e-12,5.0659065685972111e-07
31,31,326,sex_38w,293.43187277919498,0.20518374400000003,6.7398853394579167e-12,1.8605103190912789e-06
31,32,334,sex_39w,301.86131477919497,-0.45719936,3.626767763134493e-13,4.4007503247784767e-06
31,33,342,sex_40w,310.06725677919502,0.24519304000000003,2.4497170113387706e-12,7.2777612953403792e-07
31,34,350,sex_41w,318.27219977919509,-0.49659312,3.1053804288360894e-12,5.0491340437330632e-07
31,35,358,sex_42w,326.47714177919511,0.11078288,-2.2995705236373487e-12,3.6609400262925848e-07
31,36,366,sex_43w,334.67708377919513,-0.022612475200000003,1.4623988145759742e-12,3.5401670480823015e-07
31,37,376,sex_44w,345.68227077919522,-0.10419966400000001,-3.1712019356291832e-12,1.5333614226460583e-06
31,38,388,sex_45w,352.02348077919532,0.039331744000000002,-2.0279735371662871e-13,5.4142195142320986e-08
31,39,480,sex_45e,416.40351263697158,0.039202544000000006,2.4402733319894667e-14,1.2521993760406291e-08
31,40,492,sex_44e,422.74312263697158,-0.104066112,3.838298559877315e-13,1.1657961247270619e-07
31,41,502,sex_43e,433.74671063697156,-0.0224741904,1.1523656849677261e-12,2.0113337929219548e-07
31,42,510,sex_42e,441.95415263697157,0.110769824,-2.0176229599708982e-12,4.3727007597913473e-07
31,43,518,sex_41e,450.15579463697156,-0.49661216000000002,1.4034952158864243e-11,8.2111010445177354e-06
31,44,526,sex_40e,458.35913663697158,0.24519358400000002,4.1480234034965765e-13,1.839446001948674e-07
31,45,534,sex_39e,466.56317863697166,-0.45728368000000003,-1.0037421593990499e-12,2.3227240315122011e-07
31,46,544,sex_38e,474.99622063697166,0.205352384,1.2432023656924383e-12,2.4252257102917328e-07
31,47,552,sex_37e,483.19826263697166,-0.037763935999999998,-1.5551725729018416e-12,4.2445455585966763e-07
31,48,560,sex_36e,491.2136046369717,0.16982945599999999,-4.3339497331915676e-13,1.1584109757288484e-06
31,49,572,sex_35e,502.18641763697167,-0.165141808,1.553632038390504e-11,4.2056829958034934e-06
31,50,578,sex_34e,510.10486963697167,0.17428128000000001,-1.3902513085695823e-11,3.0715103481579606e-06
31,51,584,sex_33e,516.05336963697175,-0.49391936000000003,3.7021408362727646e-11,7.9739378451251101e-06
31,52,592,sex_32e,524.48571163697181,0.30635088000000005,-1.8273710460656987e-12,4.8502953775572672e-07
31,53,600,sex_31e,532.68725363697195,-0.50422272000000001,-8.4281884798961591e-14,1.6304424250727352e-07
31,54,608,sex_30e,541.115995636972,0.28501520000000002,4.4798307612239204e-13,1.465224653595822e-07
31,55,618,sex_29e,550.40073763697205,-0.145252624,-7.1132501622694172e-12,1.7539491872314173e-06
31,56,628,sex_28e,558.82987963697212,0.14307091200000002,2.2552899572097714e-12,6.8256889413876439e-07
31,57,636,sex_27e,567.03492163697229,-0.40346848000000007,-2.4280447426469477e-12,2.3548866946440876e-06
31,58,646,sex_26e,575.4652636369724,0.23959555200000002,2.5558203511204352e-12,1.1343794033725772e-06
31,59,654,sex_25e,583.66900563697243,-0.39789247999999999,3.7662029651981876e-11,1.0988750653833284e-05
31,60,662,sex_24e,591.87254763697251,0.13653937599999999,-3.7215228732338891e-12,1.0612848820928654e-06
31,61,672,sex_23e,602.07849063697267,-0.52328991999999996,-2.2452173010088968e-14,1.3019716952963198e-08
31,62,680,sex_22e,610.28253263697275,0.26098780799999999,5.3241219480976731e-13,4.4654526995925049e-07
31,63,688,sex_21e,618.48397463697268,-0.23266553600000003,-1.2492717400431291e-11,5.2110230347916261e-06
31,64,696,sex_20e,626.6882166369727,0.033397248000000004,5.4375465410150584e-13,2.0277978310834933e-07
31,65,704,sex_19e,634.89685863697275,-0.21855716800000005,1.4146696118919575e-14,6.8874525215241182e-09
31,66,710,sex_18e,641.55715863697276,0.078795680000000007,8.3368243903356451e-14,1.1511713276132972e-07
31,67,718,sex_17e,649.75740063697276,-0.12589873600000001,2.1108243350872682e-12,2.687818943705604e-06
31,68,726,sex_16e,657.96494263697286,0.11064116800000003,-2.2534723140493775e-13,1.0808319595429824e-07
31,69,734,sex_15e,666.170984636973,-0.34512176,1.593914737808338e-12,6.3626887486983413e-07
31,70,742,sex_14e,676.29422663697301,-0.003429376,2.5990874271371093e-15,4.7357829374119486e-09
31,71,750,sex_13e,684.4977186369731,0.32600287999999999,4.5080439608784196e-12,2.9426335504100892e-06
31,72,758,sex_12e,693.16336063697315,0.123680304,1.9013134624512821e-12,6.7810325271196185e-07
31,73,766,sex_11e,701.36620363697318,-0.19755985600000003,-6.3616260429501476e-12,3.1134001732512806e-06
31,74,774,sex_10e,709.57139563697331,-0.052495728000000005,4.0566553080541127e-14,3.6057129962114631e-07
31,75,780,sex_09e,716.08206563697331,-0.24212868800000004,9.5453574811077589e-13,8.14656704625559e-07
31,76,796,sex_08e,725.51569563697319,0.043414736000000002,3.2581096784893036e-13,1.2228428636166419e-07
32,1,72,sex_08w,42.907498779194889,0.043392432000000002,4.1981108746676668e-15,1.001253573295259e-08
32,2,84,sex_09w,52.349828779194887,-0.24198398400000001,-4.7496753511763153e-14,1.3729030811389834e-07
32,3,92,sex_10w,58.855398779194886,-0.052531632000000002,-1.0027803341324909e-13,3.3751941489841763e-07
32,4,102,sex_11w,67.328070779194888,-0.19752585600000003,8.6117031098388642e-15,5.4272623872514671e-07
32,5,108,sex_12w,75.264033779194889,0.12366072000000002,1.2644809940276151e-13,4.0333945704845208e-07
32,6,116,sex_13w,83.932825779194886,0.32583968000000002,2.5475639893572959e-12,3.9175404776293721e-06
32,7,124,sex_14w,92.133917779194888,-0.0034363392000000001,1.581849276966702e-15,1.8175888808980813e-09
32,8,132,sex_15w,102.25810977919488,-0.34508368000000006,-2.152061143079295e-13,4.7310121151300754e-07
32,9,140,sex_16w,110.46430177919488,0.11048177600000003,9.5781526487977515e-16,4.9510170831303551e-08
32,10,150,sex_17w,118.66539277919489,-0.125842432,1.4098590612740152e-13,5.0627107760980955e-07
32,11,158,sex_18w,126.86413477919488,0.078568559999999996,4.0821182716925656e-14,7.8945016045871931e-08
32,12,164,sex_19w,133.52943477919487,-0.21847203200000001,1.7321023677003316e-13,2.1612115426597937e-07
32,13,172,sex_20w,141.73732677919489,0.033388272000000004,3.9830197579223729e-13,3.9432627217830768e-07
32,14,180,sex_21w,149.93926877919489,-0.23265928000000002,1.7926884629658538e-12,1.4296301485864013e-06
32,15,188,sex_22w,158.14596077919489,0.26101228800000004,-9.2429556357415913e-13,8.17050806656705e-07
32,16,196,sex_23w,166.3497027791949,-0.52340416000000001,9.5379841660219356e-13,2.5068236455091663e-06
32,17,206,sex_24w,176.55229577919491,0.13662179200000002,-5.5525996929098357e-13,1.0445650077689405e-06
32,18,214,sex_25w,184.75808777919491,-0.39794144000000004,-3.990069575007596e-12,3.1278317182656634e-06
32,19,222,sex_26w,192.96452977919492,0.23971496000000006,-1.7937287394483821e-12,1.0556623910850255e-06
32,20,232,sex_27w,201.39422177919491,-0.40337600000000007,-2.9877291287327546e-13,2.1117175660520654e-07
32,21,240,sex_28w,209.59741377919488,0.14284324800000006,9.0870315600502689e-14,1.410893904519504e-07
32,22,250,sex_29w,218.02560577919488,-0.14515660800000002,1.0076757022464258e-12,1.308089145705039e-06
32,23,260,sex_30w,227.30979777919487,0.28505872000000004,1.3403498823060386e-12,6.6310393595677214e-07
32,24,268,sex_31w,235.74123977919484,-0.50427440000000001,8.985658299770508e-12,3.3031283074970974e-06
32,25,276,sex_32w,243.94043177919482,0.30627744000000001,-1.606192019661797e-12,8.9469869266602021e-07
32,26,284,sex_33w,252.37312377919483,-0.49414784,1.444011149509453e-13,3.6637738631738549e-07
32,27,292,sex_34w,258.31562377919482,0.17423313600000001,-4.1351140048760038e-13,1.0049639232494938e-06
32,28,298,sex_35w,266.24257577919485,-0.16527236800000006,-2.4315455104858924e-13,1.3003381118619022e-07
32,29,310,sex_36w,277.21423877919489,0.16991948800000006,-7.002012461537578e-14,2.3064511951277836e-08
32,30,318,sex_37w,285.22943077919496,-0.037644799999999999,-1.0542552445572674e-12,3.5665724145597204e-07
32,31,326,sex_38w,293.43187277919498,0.20518374400000003,9.2469836417024159e-13,6.2283336597446789e-07
32,32,334,sex_39w,301.86131477919497,-0.45719936,4.3450721245571704e-15,1.2486604934583405e-08
32,33,342,sex_40w,310.06725677919502,0.24519304000000003,4.4464243477527163e-12,1.9036853054497152e-06
32,34,350,sex_41w,318.27219977919509,-0.49659312,6.6548734005724088e-12,1.8204807518030208e-06
32,35,358,sex_42w,326.47714177919511,0.11078288,-1.9026897641850191e-12,5.583793970808883e-07
32,36,366,sex_43w,334.67708377919513,-0.022612475200000003,4.3631820570855842e-13,2.3289299240890324e-07
32,37,376,sex_44w,345.68227077919522,-0.10419966400000001,-1.1425852544514448e-12,6.3752314790124839e-07
32,38,388,sex_45w,352.02348077919532,0.039331744000000002,-2.3241918056712458e-12,8.5921205506402337e-07
32,39,480,sex_45e,416.40351263697158,0.039202544000000006,1.5208453537713831e-12,9.6010065165142578e-07
32,40,492,sex_44e,422.74312263697158,-0.104066112,-1.0788133320002112e-12,4.2927867099190463e-07
